"morandin.ogg","module","blast2GOannotation"
"EOG7GFM09",27,"Aspara ne-linked glycosylation protein 11-like protein"
"EOG7GFM0C",27,"Nucleoporin SEH1-like"
"EOG7GNBGG",27,"Cell division cycle protein 23-like protein"
"EOG7GR6PR",27,"hypothetical protein SINV_04643"
"EOG7GR6Q1",27,"hypothetical protein SINV_07209"
"EOG7GXZ5X",27,"E3 ubiquitin-protein ligase RNF14"
"EOG7GXZ68",27,"G2/mitotic-specific cyclin-B"
"EOG7GXZ6W",27,"Protein SFRS12IP1"
"EOG7H1TDR",27,"PREDICTED: putative adenosylhomocysteinase 3-like isoform 1"
"EOG7H4PPV",27,"hypothetical protein SINV_02709"
"EOG7HBF4W",27,"Gustatory receptor trehalose 1"
"EOG7HF9CN",27,"Plastin-2"
"EOG7HF9CZ",27,"hypothetical protein SINV_03774"
"EOG7HJ5N3",27,"6-phosphogluconolactonase"
"EOG7HN1VC",27,"Rab3 GTPase-activating protein catalytic subunit"
"EOG7HQX3G",27,"ADIPOR-like receptor"
"EOG7HXNK3",27,"Actin-like protein 13E"
"EOG7HXNKD",27,"hypothetical protein SINV_03209"
"EOG7J1HTF",27,"hypothetical protein SINV_10208"
"EOG7J4D1W",27,"DTW domain-containing protein 2"
"EOG7J4D24",27,"Protein LST8-like protein"
"EOG7J788P",27,"ATPase family AAA domain-containing protein 2"
"EOG7JHW14",27,"hypothetical protein SINV_08086"
"EOG7JMR7M",27,"Protein CLEC16A"
"EOG7JQMGJ",27,"hypothetical protein SINV_11430"
"EOG7JQMGP",27,"Pre-mRNA-processing factor 19"
"EOG7JQMH2",27,"Uncharacterized protein C1orf198"
"EOG7JTGQ7",27,"Filamin-A"
"EOG7JTGQC",27,"Transmembrane protein C9orf5"
"EOG7K176F",27,"hypothetical protein SINV_09968"
"EOG7K43FB",27,"Tetratricopeptide repeat protein 15"
"EOG7K6ZPF",27,"hypothetical protein SINV_13031"
"EOG7K9TXJ",27,"Protein ar nine N-methyltransferase 8"
"EOG7KDQ50",27,"hypothetical protein SINV_05966"
"EOG7KDQ59",27,"Vesicular glutamate transporter 2"
"EOG7KHKD9",27,"hypothetical protein SINV_07424"
"EOG7KMFN2",27,"Transmembrane channel-like protein 7"
"EOG7KQ9WC",27,"hypothetical protein SINV_06363"
"EOG7KT64G",27,"hypothetical protein SINV_05409"
"EOG7KX2CD",27,"Plasminogen activator inhibitor 1 RNA-binding protein"
"EOG7M0XKK",27,"2-oxoglutaratedehydrogenaseE1component,mitochondrial"
"EOG7M3SV2",27,"hypothetical protein SINV_01786"
"EOG7M6P2F",27,"PREDICTED: ADAMTS-like protein 1-like isoform X1"
"EOG7M6P2R",27,"hypothetical protein SINV_07931"
"EOG7M6P2S",27,"Ori n recognition complex subunit 4"
"EOG7M6P2V",27,"Tumor suppressor candidate 4"
"EOG7M9J9H",27,"hypothetical protein SINV_09603"
"EOG7MH8SB",27,"hypothetical protein SINV_08177"
"EOG7MH8SV",27,"LIX1-like protein"
"EOG7MM517",27,"hypothetical protein SINV_02899"
"EOG7MM51R",27,"PREDICTED:probablealpha-ketoglutarate-dependentdioxygenaseABH4-like,partial"
"EOG7MM522",27,"Eukaryotic translation initiation factor 5A"
"EOG7MWRR5",27,"hypothetical protein SINV_14294"
"EOG7N0MZT",27,"hypothetical protein SINV_11096"
"EOG7N0N07",27,"UPF0415 protein C7orf25-like protein"
"EOG7N3H7F",27,"PREDICTED: U6 snRNA-associated Sm-like protein LSm5-like"
"EOG7N6CG9",27,"p21-activated protein kinase-interacting protein 1-like"
"EOG7N6CGG",27,"hypothetical protein SINV_07503"
"EOG7N97Q3",27,"COP9 signalosome complex subunit 5"
"EOG7ND3XT",27,"Protein ariadne-2"
"EOG7NKVDT",27,"Bystin"
"EOG7NPQNH",27,"hypothetical protein SINV_10739"
"EOG7NPQNP",27,"hypothetical protein SINV_16160"
"EOG7NPQNZ",27,"hypothetical protein SINV_07529"
"EOG7NSKWN",27,"PREDICTED: uncharacterized protein LOC100872195"
"EOG7NSKWT",27,"hypothetical protein SINV_12134"
"EOG7NWG4R",27,"hypothetical protein SINV_05057"
"EOG7P0BCF",27,"StAR-related lipid transfer protein 3"
"EOG7P36MG",27,"hypothetical protein SINV_05441"
"EOG7P36MP",27,"hypothetical protein SINV_08536"
"EOG7P62VC",27,"hypothetical protein SINV_10758"
"EOG7PCTBB",27,"PREDICTED: tubulin beta-1 chain-like"
"EOG7PGPJT",27,"hypothetical protein SINV_80597"
"EOG7PKJTT",27,"hypothetical protein SINV_11521"
"EOG7PPF24",27,"Hemocyte protein-glutamine gamma-glutamyltransferase"
"EOG7PW5HQ",27,"hypothetical protein SINV_04534"
"EOG7Q01RD",27,"hypothetical protein SINV_08374"
"EOG7Q01RR",27,"Proteasome subunit beta type-6"
"EOG7Q2X10",27,"Inhibitor of growth protein 3"
"EOG7Q2X11",27,"mTERFdomain-containingprotein1,mitochondrial"
"EOG7Q5S7G",27,"hypothetical protein SINV_02810"
"EOG7Q8NGP",27,"Chitobiosyldiphosphodolichol beta-mannosyltransferase"
"EOG7Q8NGS",27,"hypothetical protein EAG_03486"
"EOG7QCHQK",27,"Protein mothers against dpp"
"EOG7QCHQP",27,"hypothetical protein SINV_10925"
"EOG7QCHQW",27,"Ataxin-7-like protein 3"
"EOG7QGCZF",27,"hypothetical protein SINV_02820"
"EOG7QK862",27,"hypothetical protein SINV_07705"
"EOG7QK86F",27,"hypothetical protein SINV_13211"
"EOG7QK86G",27,"hypothetical protein SINV_09120"
"EOG7QK86P",27,"PREDICTED: hypothetical protein LOC100743731"
"EOG7QP4FF",27,"hypothetical protein SINV_00887"
"EOG7QS0P1",27,"Probable ATP-dependent RNA helicase DDX43"
"EOG7QZR4Z",27,"hypothetical protein SINV_11913"
"EOG7R2MD5",27,"hypothetical protein SINV_01105"
"EOG7R5GMQ",27,"hypothetical protein SINV_01553"
"EOG7R5GN1",27,"hypothetical protein SINV_00241"
"EOG7RC749",27,"PREDICTED: ras-related protein Rab-30-like isoform 1"
"EOG7RG3BK",27,"Rac GTPase-activating protein 1"
"EOG7RJZKC",27,"Replication factor C subunit 5"
"EOG7RNTV5",27,"CDC42 small effector protein-like protein"
"EOG7RVK9G",27,"PREDICTED: TBC1 domain family member 19-like"
"EOG7RVKB7",27,"Uncharacterized potential DNA-binding protein C17orf49-like protein"
"EOG7RZFJT",27,"Glutathione S-transferase omega-1"
"EOG7S29SD",27,"TRAF3-interacting protein 1"
"EOG7S560X",27,"DmX-like protein 1"
"EOG7S5619",27,"hypothetical protein SINV_05288"
"EOG7S8280",27,"hypothetical protein SINV_03856"
"EOG7S8285",27,"hypothetical protein SINV_07069"
"EOG7S8288",27,"hypothetical protein SINV_80758"
"EOG7S828D",27,"Ubiquitin-associated domain-containing protein 1"
"EOG7SBXH4",27,"hypothetical protein SINV_03836"
"EOG7SFSR9",27,"hypothetical protein SINV_06500"
"EOG7SJP00",27,"hypothetical protein SINV_11335"
"EOG7SNJ6N",27,"Double-strand-break repair protein rad21-like protein"
"EOG7SNJ6S",27,"Protein ar nine N-methyltransferase 3"
"EOG7SNJ73",27,"Uncharacterized protein C7orf26-like protein"
"EOG7SRDGC",27,"Protein big brother"
"EOG7T2164",27,"Homeobox protein AKR"
"EOG7T4WDH",27,"Amidophosphoribosyltransferase"
"EOG7T4WDZ",27,"Uncharacterized protein C6orf64"
"EOG7T4WF1",27,"Protein FAM122A"
"EOG7T7RNT",27,"hypothetical protein SINV_16307"
"EOG7TBMWD",27,"hypothetical protein SINV_03424"
"EOG7TBMWG",27,"Slowpoke-binding protein"
"EOG7TBMWJ",27,"Vitellogenin-5"
"EOG7TBMX0",27,"hypothetical protein SINV_06634"
"EOG7TFH4J",27,"hypothetical protein SINV_08043"
"EOG7TJCBX",27,"Protein extra bases"
"EOG7TJCC5",27,"hypothetical protein SINV_12873"
"EOG7TJCCF",27,"Lipoylsynthase,mitochondrial"
"EOG7TN7KW",27,"Pecanex-like protein 1"
"EOG7TN7MF",27,"PREDICTED: tRNA (guanine(10)-N2)-methyltransferase homolog"
"EOG7TN7MM",27,"hypothetical protein EAG_15907"
"EOG7TV037",27,"hypothetical protein SINV_08444"
"EOG7TXVBG",27,"hypothetical protein SINV_07105"
"EOG7V4KT8",27,"hypothetical protein SINV_05802"
"EOG7V7G1Z",27,"hypothetical protein SINV_12496"
"EOG7VF6H8",27,"DNA-directed RNA polymerase II subunit RPB2"
"EOG7VF6HN",27,"hypothetical protein SINV_11720"
"EOG7VJ2RD",27,"hypothetical protein SINV_03879"
"EOG7VJ2RJ",27,"hypothetical protein SINV_01378"
"EOG7VJ2RW",27,"hypothetical protein SINV_08639"
"EOG7VJ2S9",27,"hypothetical protein EAI_04436"
"EOG7VMZ06",27,"hypothetical protein SINV_16144"
"EOG7VMZ0W",27,"Glycosyltransferase 25 family member"
"EOG7VQT74",27,"Tyrosine-protein kinase hopscotch"
"EOG7VTPGD",27,"Protein pellino"
"EOG7VXJPZ",27,"hypothetical protein SINV_14292"
"EOG7VXJR6",27,"hypothetical protein EAG_05528"
"EOG7W1DZ8",27,"Integrin-linked protein kinase"
"EOG7W75F8",27,"RNA polymerase II-associated factor 1-like protein"
"EOG7W75FS",27,"PREDICTED: tankyrase-like"
"EOG7WB1P5",27,"Histone acetyltransferase type B catalytic subunit"
"EOG7WB1PH",27,"hypothetical protein SINV_06079"
"EOG7WDWWX",27,"Tyrosine-protein kinase Src42A"
"EOG7WDWX2",27,"Methionine aminopeptidase 1"
"EOG7WHS4V",27,"hypothetical protein SINV_06671"
"EOG7WHS5D",27,"hypothetical protein SINV_03196"
"EOG7WMNCJ",27,"hypothetical protein SINV_02452"
"EOG7WMNCQ",27,"Brinker,partial"
"EOG7WQHMW",27,"hypothetical protein SINV_14839"
"EOG7WTCVF",27,"Nuclear valosin-containing protein-like"
"EOG7WTCVT",27,"Homocysteine S-methyltransferase 3"
"EOG7WTCW7",27,"hypothetical protein SINV_06396"
"EOG7X14BS",27,"hypothetical protein SINV_03546"
"EOG7X40KB",27,"Glutamate-rich WD repeat-containing protein 1"
"EOG7X40KD",27,"hypothetical protein SINV_14157"
"EOG7X40KF",27,"E3 ubiquitin-protein ligase parkin"
"EOG7X40KT",27,"hypothetical protein SINV_12234"
"EOG7X6VTC",27,"hypothetical protein SINV_07490"
"EOG7X6VTF",27,"Kelch-like protein 5"
"EOG7X6VTP",27,"PutativetransferaseC1orf69,mitochondrial"
"EOG7X6VV6",27,"PREDICTED: S-phase kinase-associated protein 1-like"
"EOG7X9R27",27,"Stromal interaction molecule-like protein"
"EOG7X9R2M",27,"DnaJ-like protein subfamily C member 22"
"EOG7XMBS2",27,"Protein hunchback"
"EOG7XT38F",27,"CRSPcomplexsubunit,putative"
"EOG7XWZGM",27,"Superkiller viralicidic activity 2-like 2"
"EOG7XWZGT",27,"hypothetical protein SINV_09122"
"EOG7XWZGV",27,"ATP-dependent RNA helicase bel"
"EOG7Z0TQH",27,"Eph receptor tyrosine kinase precursor"
"EOG7Z3Q00",27,"Sphingomyelin synthase-related 1"
"EOG7Z6K6H",27,"Apoptosis-stimulating of p53 protein 2"
"EOG7Z6K6Q",27,"hypothetical protein SINV_07379"
"EOG7Z6K6T",27,"hypothetical protein SINV_04715"
"EOG7Z9FFB",27,"hypothetical protein SINV_13262"
"EOG7Z9FFH",27,"Protein ITFG3"
"EOG7ZD9PB",27,"ARMET-like protein"
"EOG7ZD9PX",27,"Syntaxin-12"
"EOG7ZH5XC",27,"Putative sodium-dependent multivitamin transporter"
"EOG7ZPXD5",27,"PREDICTED: ubiquitin-protein ligase E3B"
"EOG7ZPXDD",27,"Muscarinic acetylcholine receptor DM1"
"EOG7ZSSN3",27,"Putative homeodomain transcription factor"
"EOG7ZSSN8",27,"hypothetical protein EAG_08952"
"EOG7ZWNWD",27,"hypothetical protein D910_03178"
"EOG703DBZ",28,"Probable ribosome biogenesis protein RLP24"
"EOG71CQG6",28,"Protein dpy-30-like protein"
"EOG732HHK",28,"hypothetical protein SINV_05095"
"EOG735CRW",28,"Co-chaperoneproteinHscB,mitochondrial"
"EOG73JVQ7",28,"PREDICTED: U6 snRNA-associated Sm-like protein LSm6-like"
"EOG73NQZF",28,"Zinc finger matrin-type protein 5"
"EOG73NQZN",28,"UPF0539 protein CG14977"
"EOG75N4R2",28,"Chromatin modification-related protein MEAF6"
"EOG75XRFF",28,"hypothetical protein SINV_00387"
"EOG77DT1T",28,"Programmed cell death protein 10"
"EOG77X57M",28,"hypothetical protein SINV_10545"
"EOG7811FR",28,"Xaa-Pro aminopeptidase 2"
"EOG7811GQ",28,"hypothetical protein SINV_11647"
"EOG78M7X6",28,"LSM domain-containing protein 1"
"EOG79H32G",28,"hypothetical protein SINV_04796"
"EOG79H32H",28,"UPF0488 protein CG14286"
"EOG79PTJC",28,"TRM112-like protein"
"EOG7BPHXN",28,"Prefoldin subunit 1"
"EOG7C04N7",28,"60S ribosomal protein L13a"
"EOG7C8RC6",28,"hypothetical protein SINV_14848"
"EOG7D2Q90",28,"hypothetical protein SINV_00454"
"EOG7DVP5S",28,"hypothetical protein TcasGA2_TC012878"
"EOG7KMFP0",28,"PREDICTED: U6 snRNA-associated Sm-like protein LSm5-like"
"EOG7M6P3D",28,"hypothetical protein SINV_11749"
"EOG7MDDK4",28,"hypothetical protein G5I_01679"
"EOG7MDDKB",28,"hypothetical protein SINV_02915"
"EOG7NPQNS",28,"Endoplasmic reticulum-Gol intermediate compartment protein 3"
"EOG7PGPKW",28,"Ubiquitin-like protein 5"
"EOG7Q2X18",28,"DNA replication complex GINS protein PSF2"
"EOG7QCHR4",28,"hypothetical protein SINV_07085"
"EOG7QGD01",28,"Putative mitochondrial inner membrane protein"
"EOG7QP4G6",28,"1-O-acylceramide synthase"
"EOG7RVKB5",28,"LSM domain-containing protein 1"
"EOG7SJP0P",28,"hypothetical protein SINV_16446"
"EOG7T4WFD",28,"Huntingtin-interacting protein K"
"EOG7TBMX2",28,"Mitotic spindle assembly checkpoint protein MAD2B"
"EOG7TV03P",28,"THO complex subunit 7-like protein"
"EOG7V4KT4",28,"hypothetical protein SINV_10541"
"EOG7V4KTK",28,"U6 snRNA-associated Sm-like protein LSm7"
"EOG7V7G1V",28,"hypothetical protein SINV_10623"
"EOG7VJ2S1",28,"Proteasome subunit alpha type-7-1"
"EOG7VXJQX",28,"PREDICTED: ribonuclease P protein subunit p21-like"
"EOG7VXJR2",28,"PREDICTED: pre-mRNA branch site p14-like protein-like"
"EOG7WB1PT",28,"hypothetical protein SINV_00096"
"EOG7WX84G",28,"U6 snRNA-associated Sm-like protein LSm3"
"EOG7Z0TQT",28,"Sjoegren syndrome nuclear autoantigen 1-like protein"
"EOG7ZH5XP",28,"Aldose 1-epimerase"
"EOG7ZPXDZ",28,"Uncharacterized protein C7orf30"
"EOG7068JX",29,"Structural maintenance of chromosomes protein 5"
"EOG7094ST",29,"MAP kinase-activating death domain protein"
"EOG70D125",29,"hypothetical protein SINV_04212"
"EOG70KRHX",29,"SET and MYND domain-containing protein 4"
"EOG70KRJ9",29,"Protein embryonic gonad"
"EOG718V67",29,"hypothetical protein SINV_10764"
"EOG71GKNW",29,"Protein unc-79-like protein"
"EOG71KFX5",29,"Conserved oligomeric Gol complex subunit 5"
"EOG71PB55",29,"Acetylcholinesterase"
"EOG72P1J5",29,"Protein Dok-7"
"EOG73C478",29,"hypothetical protein SINV_05662"
"EOG73JVQ8",29,"hypothetical protein SINV_05116"
"EOG73ZBP9",29,"COMM domain-containing protein 4"
"EOG747ZC2",29,"hypothetical protein SINV_01917"
"EOG74FPTW",29,"Kinesin-like protein KIF13A"
"EOG74FPV6",29,"Acyl-CoA-binding protein-like protein"
"EOG751X8G",29,"Adenomatous polyposis coli protein"
"EOG75FD7M",29,"hypothetical protein SINV_09053"
"EOG75J8GD",29,"Acyl-CoAdehydrogenasefamilymember9,mitochondrial"
"EOG75XRDX",29,"Strumpellin"
"EOG764GXN",29,"hypothetical protein SINV_01126"
"EOG767C4V",29,"hypothetical protein EAI_17560"
"EOG76HZW7",29,"Nucleotide-binding protein-like"
"EOG76TKM0",29,"Cell division protein kinase 5"
"EOG779XSG",29,"hypothetical protein SINV_05120"
"EOG779XSW",29,"LIRP"
"EOG77T8ZG",29,"Serine-protein kinase ATM"
"EOG783WQF",29,"Uncharacterized protein C19orf43"
"EOG78DHDB",29,"Transcription termination factor 2"
"EOG78DHDP",29,"Protein 60A"
"EOG78DHDR",29,"PREDICTED:THAPdomain-containingprotein9-like,partial"
"EOG78T0C6",29,"Large subunit GTPase 1-like protein"
"EOG799BJW",29,"hypothetical protein EAI_09154"
"EOG79KZ8Z",29,"Nuclear inhibitor of protein phosphatase 1"
"EOG7B0F7P",29,"Carboxypeptidase B"
"EOG7B0F8C",29,"hypothetical protein EAG_12212"
"EOG7BGSF8",29,"hypothetical protein SINV_08154"
"EOG7BKNP4",29,"hypothetical protein SINV_11039"
"EOG7BPHWP",29,"Lonprotease-likeprotein,mitochondrial"
"EOG7BPHXJ",29,"PREDICTED: transcription factor AP-2-epsilon"
"EOG7BSD4P",29,"hypothetical protein SINV_02447"
"EOG7C8RBX",29,"hypothetical protein SINV_10496"
"EOG7C8RC5",29,"Rhombotin-1"
"EOG7CKC26",29,"Uncharacterized aarF domain-containing protein kinase 1"
"EOG7CP790",29,"Integrator complex subunit 7"
"EOG7D2Q7R",29,"hypothetical protein SINV_14373"
"EOG7DC9ZF",29,"hypothetical protein X777_09227"
"EOG7DG66Z",29,"Factor VIII intron 22 protein"
"EOG7F2DN1",29,"Monocarboxylate transporter 12"
"EOG7F2DN6",29,"PREDICTED: hypothetical protein LOC100741303"
"EOG7FNN31",29,"hypothetical protein SINV_15104"
"EOG7GJG71",29,"hypothetical protein SINV_10684"
"EOG7H7JWT",29,"Serine/threonine-protein kinase RIO2"
"EOG7HF9CK",29,"hypothetical protein SINV_10569"
"EOG7HF9CM",29,"hypothetical protein SINV_14909"
"EOG7HJ5MQ",29,"hypothetical protein SINV_13765"
"EOG7HTSBD",29,"4-hydroxybutyrate coenzyme A transferase"
"EOG7J1HT8",29,"hypothetical protein SINV_12542"
"EOG7JB4J8",29,"hypothetical protein SINV_03433"
"EOG7JMR7H",29,"Nuclear receptor coactivator 6"
"EOG7JQMGM",29,"PREDICTED: sodium/hydrogen exchanger 7"
"EOG7JQMGN",29,"Protein tyrosine phosphatase domain-containing protein 1"
"EOG7K6ZP3",29,"Protein BUD31-like protein"
"EOG7K6ZPK",29,"Protein-tyrosine sulfotransferase"
"EOG7KHKCT",29,"Ubiquitin carboxyl-terminal hydrolase 7"
"EOG7KMFN0",29,"SWI/SNF complex subunit SMARCC2"
"EOG7M3STD",29,"Protein eyes shut"
"EOG7M6P2C",29,"Trinucleotide repeat-containing gene 18 protein"
"EOG7M6P37",29,"AAEL008780-PA"
"EOG7MH8SR",29,"Uncharacterized aarF domain-containing protein kinase 1"
"EOG7MM514",29,"BolA-like protein 3"
"EOG7N3H75",29,"Synaptotagmin-14"
"EOG7N97Q6",29,"hypothetical protein SINV_00861"
"EOG7N97QC",29,"FAD synthetase"
"EOG7ND3XH",29,"Protein virilizer"
"EOG7ND3XS",29,"Uncharacterized glycosyltransferase AER61"
"EOG7NWG4S",29,"hypothetical protein EAG_02591"
"EOG7P36N1",29,"Venom acid phosphatase Acph-1"
"EOG7P8Z37",29,"hypothetical protein SINV_15528"
"EOG7P8Z3H",29,"hypothetical protein EAG_02537"
"EOG7PCT9V",29,"Putative fat-like cadherin-related tumor suppressor-like protein"
"EOG7PCT9Z",29,"hypothetical protein SINV_04773"
"EOG7PCTC2",29,"PREDICTED: EF-hand domain-containing protein CG10641-like"
"EOG7PGPK2",29,"Probable E3 ubiquitin-protein ligase HERC2"
"EOG7PGPK6",29,"hypothetical protein SINV_04899"
"EOG7QCHQ3",29,"Dynactin subunit 3"
"EOG7QVVWV",29,"Ubinuclein-1"
"EOG7QVVWZ",29,"Embryonic polarity protein dorsal"
"EOG7QVVX3",29,"RCC1 and BTB domain-containing protein 1"
"EOG7R2MD0",29,"Probable histone-ar nine methyltransferase CARMER"
"EOG7R8BVW",29,"hypothetical protein SINV_11188"
"EOG7RVK98",29,"WD repeat-containing protein C2orf86-like protein"
"EOG7RZFJM",29,"PREDICTED: zinc finger protein 836-like"
"EOG7SBXH0",29,"Major facilitator superfamily domain-containing protein 1"
"EOG7SBXHQ",29,"hypothetical protein G5I_05804"
"EOG7SJNZQ",29,"SLIT-ROBO Rho GTPase-activating protein 1"
"EOG7T215P",29,"hypothetical protein SINV_16601"
"EOG7TJCC1",29,"Endothelin-converting enzyme 1"
"EOG7TJCCC",29,"DCN1-like protein 4"
"EOG7TV02N",29,"Uncharacterized protein KIAA0564-like protein"
"EOG7TXVB4",29,"hypothetical protein SINV_05706"
"EOG7V1QKB",29,"Zinc finger protein jing-like protein"
"EOG7V7G1N",29,"PREDICTED: probable cationic amino acid transporter-like"
"EOG7VJ2RK",29,"Leucine-rich repeats and immunoglobulin-like domains protein 3"
"EOG7VMZ0P",29,"Minor histocompatibility antigen H13"
"EOG7VMZ0X",29,"hypothetical protein SINV_05567"
"EOG7VTPG7",29,NA
"EOG7VTPGJ",29,NA
"EOG7W75DW",29,NA
"EOG7WTCW8",29,NA
"EOG7X40KH",29,NA
"EOG7X9R2J",29,NA
"EOG7XMBS3",29,NA
"EOG7XQ715",29,NA
"EOG7XWZHD",29,NA
"EOG7Z9FFJ",29,NA
"EOG7ZD9PK",29,NA
"EOG7ZD9Q7",29,NA
"EOG700J39",30,NA
"EOG70D12D",30,NA
"EOG70KRHT",30,NA
"EOG70SH10",30,NA
"EOG70SH12",30,NA
"EOG7107H2",30,NA
"EOG715ZZC",30,NA
"EOG71CQFS",30,NA
"EOG71KFXX",30,NA
"EOG71ZXW8",30,NA
"EOG725PC4",30,NA
"EOG725PCH",30,NA
"EOG72CDV0",30,NA
"EOG72G93F",30,NA
"EOG72K59G",30,NA
"EOG72K5B0",30,NA
"EOG72ZN8B",30,NA
"EOG732HH1",30,NA
"EOG732HH9",30,NA
"EOG73C46Z",30,NA
"EOG73C47H",30,NA
"EOG73G0G7",30,NA
"EOG73VGF8",30,NA
"EOG73ZBNS",30,NA
"EOG7426WH",30,NA
"EOG7426X4",30,NA
"EOG74V5SZ",30,NA
"EOG74Z21S",30,NA
"EOG751X8P",30,NA
"EOG754SJ7",30,NA
"EOG754SJ9",30,NA
"EOG754SJF",30,NA
"EOG75J8G5",30,NA
"EOG75J8GS",30,NA
"EOG75N4QN",30,NA
"EOG75R0Z8",30,NA
"EOG75TW6D",30,NA
"EOG75TW6R",30,NA
"EOG75XRF6",30,NA
"EOG76B7CZ",30,NA
"EOG76HZW3",30,NA
"EOG76MV3S",30,NA
"EOG76XFTC",30,NA
"EOG76XFV1",30,NA
"EOG771B2V",30,NA
"EOG77469C",30,NA
"EOG7772K1",30,NA
"EOG77QDRH",30,NA
"EOG789N6B",30,NA
"EOG78WVMM",30,NA
"EOG790QV9",30,NA
"EOG79PTJ6",30,NA
"EOG7BPHWQ",30,NA
"EOG7BSD4K",30,NA
"EOG7BW8DG",30,NA
"EOG7C8RBF",30,NA
"EOG7CCMK5",30,NA
"EOG7CGGT2",30,NA
"EOG7CGGTD",30,NA
"EOG7CGGTG",30,NA
"EOG7CGGV4",30,NA
"EOG7CVZSV",30,NA
"EOG7CVZSW",30,NA
"EOG7D2Q7X",30,NA
"EOG7D8FQK",30,NA
"EOG7D8FRK",30,NA
"EOG7DCB0C",30,NA
"EOG7DNXPX",30,NA
"EOG7DRSXV",30,NA
"EOG7DZJDG",30,NA
"EOG7F853X",30,NA
"EOG7F854W",30,NA
"EOG7FVCJV",30,NA
"EOG7FVCJZ",30,NA
"EOG7G2425",30,NA
"EOG7G508H",30,NA
"EOG7G5098",30,NA
"EOG7GNBGH",30,NA
"EOG7GXZ65",30,NA
"EOG7H7JXB",30,NA
"EOG7HBF56",30,NA
"EOG7HF9CV",30,NA
"EOG7HQX3R",30,NA
"EOG7HXNKS",30,NA
"EOG7J1HTP",30,NA
"EOG7J789B",30,NA
"EOG7JF0RZ",30,NA
"EOG7JMR86",30,NA
"EOG7JXC06",30,NA
"EOG7K176Q",30,NA
"EOG7K176R",30,NA
"EOG7K176T",30,NA
"EOG7K6ZQ7",30,NA
"EOG7K9TXN",30,NA
"EOG7KMFND",30,NA
"EOG7KQ9VQ",30,NA
"EOG7KT63N",30,NA
"EOG7KT63P",30,NA
"EOG7KT63V",30,NA
"EOG7M0XMC",30,NA
"EOG7M3SV0",30,NA
"EOG7MDDJ4",30,NA
"EOG7MQ185",30,NA
"EOG7MQ18B",30,NA
"EOG7MSWHC",30,NA
"EOG7N97PS",30,NA
"EOG7N97PT",30,NA
"EOG7N97PV",30,NA
"EOG7ND3Z2",30,NA
"EOG7ND3ZM",30,NA
"EOG7NH05X",30,NA
"EOG7P36MR",30,NA
"EOG7PPF23",30,NA
"EOG7PS99N",30,NA
"EOG7PW5J2",30,NA
"EOG7Q2X0P",30,NA
"EOG7Q8NG8",30,NA
"EOG7QCHQH",30,NA
"EOG7QK861",30,NA
"EOG7QK86N",30,NA
"EOG7QZR52",30,NA
"EOG7QZR5V",30,NA
"EOG7R8BVP",30,NA
"EOG7R8BWD",30,NA
"EOG7RC73R",30,NA
"EOG7RG3C4",30,NA
"EOG7RNTV1",30,NA
"EOG7RRQ2B",30,NA
"EOG7S29RZ",30,NA
"EOG7S29S2",30,NA
"EOG7S29T0",30,NA
"EOG7S29T2",30,NA
"EOG7SBXH7",30,NA
"EOG7SZ4XN",30,NA
"EOG7TBMWZ",30,NA
"EOG7TBMX3",30,NA
"EOG7TJCCB",30,NA
"EOG7TXVB2",30,NA
"EOG7V4KSR",30,NA
"EOG7VBB8T",30,NA
"EOG7VF6HP",30,NA
"EOG7VJ2RM",30,NA
"EOG7VQT79",30,NA
"EOG7VTPH8",30,NA
"EOG7VXJQT",30,NA
"EOG7W75FM",30,NA
"EOG7WB1PF",30,NA
"EOG7WHS4Q",30,NA
"EOG7WHS4W",30,NA
"EOG7WHS5H",30,NA
"EOG7WTCVN",30,NA
"EOG7WTCW9",30,NA
"EOG7WTCWG",30,NA
"EOG7WX83P",30,NA
"EOG7WX83X",30,NA
"EOG7X14BD",30,NA
"EOG7X9R2N",30,NA
"EOG7X9R38",30,NA
"EOG7XHGJD",30,NA
"EOG7XQ713",30,NA
"EOG7XT38W",30,NA
"EOG7Z6K6C",30,NA
"EOG7Z9FFT",30,NA
"EOG7ZH5X7",30,NA
"EOG7ZSSN0",30,NA
"EOG700J45",31,NA
"EOG703DB8",31,NA
"EOG7068K9",31,NA
"EOG7068KC",31,NA
"EOG7068KK",31,NA
"EOG7094SS",31,NA
"EOG7094T1",31,NA
"EOG70GW9P",31,NA
"EOG70KRJ3",31,NA
"EOG70SH0Q",31,NA
"EOG70WC7R",31,NA
"EOG7107GX",31,NA
"EOG7133R3",31,NA
"EOG7133R9",31,NA
"EOG7133RF",31,NA
"EOG71GKP4",31,NA
"EOG71KFXG",31,NA
"EOG71W2NH",31,NA
"EOG71ZXWC",31,NA
"EOG728JM5",31,NA
"EOG72CDTJ",31,NA
"EOG72G934",31,NA
"EOG72K59P",31,NA
"EOG72K5B2",31,NA
"EOG72K5B7",31,NA
"EOG72P1JW",31,NA
"EOG732HH6",31,NA
"EOG735CR1",31,NA
"EOG735CR7",31,NA
"EOG735CR8",31,NA
"EOG735CRT",31,NA
"EOG73G0GG",31,NA
"EOG73G0GK",31,NA
"EOG73G0GN",31,NA
"EOG73G0GP",31,NA
"EOG73JVPM",31,NA
