gene,NCBI_GeneID,NCBI_TranscriptID,CG_OE,GC_OE,Gene_body_methylation
GB54143,LOC410514,XM_016916075.1,1.157858971,1.085659913,0.0033294
GB54143,LOC410514,XM_016916076.1,1.129551015,1.095833074,0.0033488
GB54143,LOC410514,XM_016916077.1,1.150108204,1.089576193,0.0033294
GB54143,LOC410514,XM_016916078.1,1.169146367,1.089928506,0.0033294
GB54143,LOC410514,XM_016916079.1,1.203604681,1.034434438,0.00291166
GB54143,LOC410514,XM_016916080.1,1.215840869,1.034456684,0.00291166
GB54145,LOC726582,XM_016916081.1,1.450863756,0.961985751,0.00318137
GB54169,LOC410511,XM_016916082.1,0.815311199,1.277320879,0.13246131
GB54141,LOC410512,XM_016916083.1,0.162833374,0.977000245,0.56420102
GB54167,LOC726600,XM_016916084.1,1.291113381,1.25524912,0.00272659
NA,LOC102653655,XM_016916085.1,0.769568545,0.655827282,NA
NA,LOC107964014,XM_016916086.1,1.630887297,1.002399022,NA
NA,LOC102656664,XM_016916087.1,1.413057143,0.9386,NA
GB43619,LOC410483,XM_016916088.1,1.477832512,0.957854406,0.00450593
NA,LOC102656613,XM_016916089.1,1.330937348,0.686935406,NA
NA,LOC107965488,XM_016916090.1,1.178321678,0.950259418,NA
GB42194,LOC726347,XM_016916091.1,1.22563695,1.044576946,0.00186213
NA,LOC107963986,XM_016916092.1,1.171423612,0.898711237,NA
NA,LOC107963986,XM_016916093.1,1.17356872,0.900356954,NA
NA,LOC107963986,XM_016916094.1,1.173364158,0.900200016,NA
NA,LOC107965493,XM_016916095.1,1.455155139,0.774967679,NA
GB40944,LOC409468,XM_016916096.1,1.356239605,0.932414729,0.0040132
NA,LOC107965493,XM_016916097.1,1.445628438,0.796570772,NA
NA,LOC107965493,XM_016916098.1,1.477523489,0.759530147,NA
NA,LOC107965493,XM_016916099.1,1.4526558,0.798025504,NA
GB41735,LOC726997,XM_016916100.1,1.210023041,0.819286434,0.00404426
GB41610,LOC410549,XM_016916101.1,0.831639204,1.189559874,0.09132867
GB41610,LOC410549,XM_016916102.1,0.893178668,1.200829098,0.06453758
GB41606,LOC726947,XM_016916103.1,1.110500494,1.05914787,0.00961686
GB41606,LOC726947,XM_016916104.1,1.197836114,1.021683744,0.00758513
GB41608,LOC726979,XM_016916105.1,1.719424198,1.254334046,0.00319983
GB41608,LOC726979,XM_016916106.1,1.700032004,1.115646002,0.00313873
NA,LOC107965494,XM_016916107.1,1.383116883,0.896464646,NA
GB41645,LOC413569,XM_016916108.1,1.327081282,0.834353083,0.00354319
GB41645,LOC413569,XM_016916109.1,1.326864383,0.832574557,0.00354319
GB41645,LOC413569,XM_016916110.1,1.326135844,0.835827554,0.00354319
GB41645,LOC413569,XM_016916111.1,1.32521424,0.835246692,0.00354319
GB41645,LOC413569,XM_016916112.1,1.327534808,0.835062218,0.00354319
GB41645,LOC413569,XM_016916113.1,1.327867083,0.833623752,0.00354319
GB41645,LOC413569,XM_016916114.1,1.326692215,0.833731766,0.00354319
GB41645,LOC413569,XM_016916115.1,1.332360576,0.830806147,0.00354319
GB41645,LOC413569,XM_016916116.1,1.328132241,0.83927018,0.00354319
GB41645,LOC413569,XM_016916117.1,1.327910612,0.837421107,0.00354319
GB41645,LOC413569,XM_016916118.1,1.340176864,0.82578292,0.00354319
GB41645,LOC413569,XM_016916119.1,1.336299524,0.835632636,0.00354319
GB48946,LOC726647,XM_016916120.1,0.331343284,1.016119403,0.52603142
GB40944,LOC409468,XM_016916121.1,1.344767684,0.941337379,0.0040132
GB41674,LOC551446,XM_016916122.1,1.067612903,0.915096774,0.0035647
GB41674,LOC551446,XM_016916123.1,1.284924484,0.981876257,0.00450229
GB41674,LOC551446,XM_016916124.1,1.332407437,1.1036102,0.00424844
GB41674,LOC551446,XM_016916125.1,1.164487085,0.948841328,0.00357262
GB41674,LOC551446,XM_016916126.1,1.273872679,0.974137931,0.00451872
GB41674,LOC551446,XM_016916127.1,1.230849401,1.025707834,0.00375589
GB41674,LOC551446,XM_016916128.1,1.166484849,0.94216084,0.00357262
GB41674,LOC551446,XM_016916129.1,1.279111842,1.046546053,0.00522164
GB40944,LOC409468,XM_016916130.1,1.269126064,1.041176237,0.00531269
GB43784,LOC100577430,XM_016916131.1,0.843033087,1.180246322,0.2932018
GB43782,LOC724804,XM_016916132.1,0.380734137,1.287243987,0.31898748
GB43782,LOC724804,XM_016916133.1,0.37810219,1.278345499,0.31898748
GB40944,LOC409468,XM_016916134.1,1.238003847,1.002513985,0.00515596
GB41639,LOC727238,XM_016916135.1,1.111094042,1.009731077,0.07359351
GB41698,LOC410563,XM_016916136.1,1.396225535,0.921367104,0.0033265
GB40944,LOC409468,XM_016916137.1,1.302979745,1.022433867,0.00567089
GB41698,LOC410563,XM_016916138.1,1.427622905,0.93581023,0.00332944
GB41698,LOC410563,XM_016916139.1,1.431386792,0.934097484,0.00332759
GB41698,LOC410563,XM_016916140.1,1.377329091,0.982701093,0.00332944
GB41698,LOC410563,XM_016916141.1,1.381681906,0.979323989,0.00332759
GB41698,LOC410563,XM_016916142.1,1.347119715,0.828996748,0.00329604
GB41698,LOC410563,XM_016916143.1,1.336701484,0.847308045,0.00329604
GB41698,LOC410563,XM_016916144.1,1.388140293,0.93340468,0.00330162
GB41698,LOC410563,XM_016916145.1,1.386519659,1.007645101,0.00321114
GB41698,LOC410563,XM_016916146.1,1.286489279,0.889821751,0.00332979
GB41698,LOC410563,XM_016916147.1,1.28036751,0.878896342,0.0033308
GB41698,LOC410563,XM_016916148.1,1.354218127,0.826420293,0.00329604
GB41698,LOC410563,XM_016916149.1,1.377084167,0.937841803,0.00330162
GB41698,LOC410563,XM_016916150.1,1.262513172,0.865055321,0.0033308
GB41698,LOC410563,XM_016916151.1,1.352295815,1.042394691,0.00330502
GB41641,LOC727254,XM_016916152.1,1.584117534,0.852986365,0.00295866
GB41641,LOC727254,XM_016916153.1,1.590618461,0.856486864,0.00295866
GB41641,LOC727254,XM_016916154.1,1.645501592,0.973868289,0.00350036
GB41641,LOC727254,XM_016916155.1,1.342983436,0.965269345,0.00307823
GB48475,LOC410477,XM_016916156.1,1.265873016,0.829365079,0.00365062
GB48475,LOC410477,XM_016916157.1,1.228841747,0.821568483,0.00339311
GB48476,LOC100578990,XM_016916158.1,1.187140391,0.795775427,0.0028087
GB48476,LOC100578990,XM_016916159.1,1.235106383,0.777659574,0.00281187
GB48476,LOC100578990,XM_016916160.1,1.331177119,0.808658998,0.0029158
GB48476,LOC100578990,XM_016916161.1,1.323021673,0.80531754,0.00286665
GB48478,LOC100578307,XM_016916162.1,1.485366436,0.952876582,0.00441802
GB52737,LOC551708,XM_016916163.1,0.562167694,1.050365954,0.30057426
GB52737,LOC551708,XM_016916164.1,0.562649314,1.036459262,0.30057426
GB52739,LOC413909,XM_016916165.1,0.430516432,1.168544601,0.17560813
GB52739,LOC413909,XM_016916166.1,0.415160507,1.136228756,0.17560813
GB54935,LOC551320,XM_016916167.1,1.53361541,0.913241209,0.0031758
GB52739,LOC413909,XM_016916168.1,0.333208044,1.190028727,0.49714274
GB52739,LOC413909,XM_016916169.1,0.375281602,1.250938673,0.49714274
GB52739,LOC413909,XM_016916170.1,0.383480826,1.173000174,0.30742778
GB52739,LOC413909,XM_016916171.1,0.386780384,1.183092939,0.30742778
GB52739,LOC413909,XM_016916172.1,0.335417664,1.173961825,0.49714274
GB52739,LOC413909,XM_016916173.1,0.326297662,1.204791368,0.3197249
GB52739,LOC413909,XM_016916174.1,0.280327412,1.172278269,0.6611563
GB52749,LOC551740,XM_016916175.1,0.562598692,0.843898037,0.22614341
NA,LOC102656402,XM_016916176.1,1.495372645,0.79000819,NA
GB52742,LOC100578515,XM_016916177.1,1.538168747,0.920772295,0.00341185
GB52741,LOC726670,XM_016916178.1,0.986745152,1.095235457,0.00435154
GB52741,LOC726670,XM_016916179.1,0.985788672,1.07820636,0.0046274
GB52741,LOC726670,XM_016916180.1,0.980983203,1.072950379,0.0046274
GB41680,LOC724159,XM_016916181.1,1.32027592,0.923829431,0.00340872
GB41684,LOC413286,XM_016916182.1,1.725574934,0.974442316,0.00252888
GB41684,LOC413286,XM_016916183.1,1.61676613,0.917314116,0.00252888
NA,LOC107965500,XM_016916184.1,1.62173962,1.025998535,NA
GB43640,LOC100576615,XM_016916185.1,1.127467956,0.992844917,0.02676324
GB43534,LOC100576688,XM_016916186.1,1.182519124,0.850836931,0.00370685
GB43534,LOC100576688,XM_016916187.1,1.072310762,0.887429596,0.00471435
GB43534,LOC100576688,XM_016916188.1,1.196629213,0.808988764,0.00370685
GB43534,LOC100576688,XM_016916189.1,1.200373816,0.811520326,0.00370685
GB43534,LOC100576688,XM_016916190.1,1.217674419,0.797786688,0.00370685
GB43534,LOC100576688,XM_016916191.1,1.166766288,0.841601913,0.00370685
GB43534,LOC100576688,XM_016916192.1,1.531883653,0.957427283,0.00357364
NA,LOC107965501,XM_016916193.1,1.323695789,0.814582024,NA
GB41740,LOC410545,XM_016916194.1,1.304882103,1.268934938,0.00380476
GB41740,LOC410545,XM_016916195.1,1.306612716,1.270617876,0.00380476
GB41740,LOC410545,XM_016916196.1,1.312066325,1.27935553,0.00380476
GB41740,LOC410545,XM_016916197.1,1.313070516,1.276596335,0.00380476
GB41740,LOC410545,XM_016916198.1,1.288380998,1.276773962,0.00384164
GB41740,LOC410545,XM_016916199.1,1.311859538,1.282296506,0.00380476
GB41740,LOC410545,XM_016916200.1,1.26234176,1.249843327,0.00457554
GB41740,LOC410545,XM_016916201.1,1.250305364,1.258696675,0.00455508
GB41740,LOC410545,XM_016916202.1,1.270519587,1.257814392,0.00457554
GB41740,LOC410545,XM_016916203.1,1.266506101,1.27947374,0.00455508
GB41740,LOC410545,XM_016916204.1,1.313516875,1.283916495,0.00380476
GB41740,LOC410545,XM_016916205.1,1.271891947,1.259173027,0.00457554
GB41742,LOC726839,XM_016916206.1,1.298994975,0.984087102,0.00261032
GB54092,LOC409084,XM_016916207.1,0.905887231,1.004353234,0.0325426
GB54092,LOC409084,XM_016916208.1,0.960943648,1.025006558,0.03003983
GB54092,LOC409084,XM_016916209.1,0.952741084,0.939866205,0.03003983
GB54094,LOC726928,XM_016916210.1,1.151949079,1.134925201,0.04244066
GB54094,LOC726928,XM_016916211.1,1.1559528,1.127895694,0.04244066
GB54094,LOC726928,XM_016916212.1,1.13724598,1.087800503,0.03695475
GB42269,LOC412926,XM_016916213.1,1.432463059,0.877058972,0.00321313
GB42269,LOC412926,XM_016916214.1,1.431268012,0.976085838,0.00321342
GB41716,LOC100579005,XM_016916215.1,1.491722919,0.910736098,0.00274078
GB41716,LOC100579005,XM_016916216.1,1.483379501,0.908191531,0.00276344
GB52722,LOC410538,XM_016916217.1,1.235620309,1.053315673,0.06844817
GB52721,LOC410537,XM_016916218.1,1.084703242,0.863097203,0.00368435
NA,LOC107965508,XM_016916219.1,0.372063834,1.265017034,NA
GB54130,LOC410502,XM_016916220.1,1.088335511,1.032858139,0.00478272
GB54176,LOC408458,XM_016916221.1,0.698872882,1.249500002,0.2093059
GB54176,LOC408458,XM_016916222.1,0.710181399,1.245548915,0.20376418
GB54178,LOC100577030,XM_016916223.1,1.240058989,0.960609076,0.00260223
GB54178,LOC100577030,XM_016916224.1,1.300563272,0.979645062,0.00252752
GB54178,LOC100577030,XM_016916225.1,1.277348171,0.936721992,0.00260223
GB54178,LOC100577030,XM_016916226.1,1.341916394,0.95851171,0.00252752
GB54178,LOC100577030,XM_016916227.1,1.215751378,0.930314098,0.00258815
GB54129,LOC408457,XM_016916228.1,1.020301912,1.131204294,0.17461538
GB54179,LOC100577065,XM_016916229.1,1.285778135,0.620720479,0.00284828
GB43602,LOC410480,XM_016916230.1,1.310252831,0.852417359,0.00329324
NA,LOC100578862,XM_016916231.1,1.439867382,0.729124334,NA
GB54182,LOC410495,XM_016916232.1,1.326072607,0.865181518,0.00496746
GB43563,LOC551704,XM_016916233.1,0.764803061,0.956003826,0.00237098
GB44753,LOC726918,XM_016916234.1,0.889452172,0.985013149,0.10976058
GB43574,LOC413582,XM_016916235.1,1.554890274,0.90529167,0.00347275
GB43574,LOC413582,XM_016916236.1,1.560386125,0.865305033,0.00347275
GB43574,LOC413582,XM_016916237.1,1.443237898,0.861524664,0.0035882
NA,LOC107965518,XM_016916238.1,1.496478873,0.818075117,NA
GB41659,LOC408500,XM_016916239.1,1.763386038,0.978430498,0.00325054
GB44770,LOC412748,XM_016916240.1,0.92791522,1.140010127,0.00701207
GB52767,LOC100576805,XM_016916241.1,1.451467735,0.850354834,0.00336336
GB52767,LOC100576805,XM_016916242.1,1.485037303,0.880022106,0.00338315
NA,LOC107965521,XM_016916243.1,1.739988948,0.997310739,NA
GB54136,LOC410506,XM_016916244.1,1.289237943,0.85114738,0.00305071
GB54170,LOC726392,XM_016916245.1,1.455713109,1.024018877,0.0033236
GB54170,LOC726392,XM_016916246.1,1.430948248,1.038762432,0.00322795
GB54170,LOC726392,XM_016916247.1,1.462471974,1.04161673,0.00333711
GB43731,LOC551651,XM_016916248.1,0.938979964,1.388057337,0.08199156
GB43730,LOC551709,XM_016916249.1,0.61722408,0.957327145,0.23020219
GB51602,LOC100577533,XM_016916250.1,0.395711501,1.187134503,0.85996656
GB43638,LOC550857,XM_016916251.1,0.925136945,1.170026136,0.11899455
NA,LOC408455,XM_016916252.1,1.047279476,0.90469213,NA
GB41731,LOC100576251,XM_016916253.1,1.04711219,1.117404443,0.00356272
GB44796,LOC410724,XM_016916254.1,1.148049645,1.018764775,0.00301054
GB41731,LOC100576251,XM_016916255.1,1.048168031,1.118531163,0.00356272
GB41731,LOC100576251,XM_016916256.1,1.046565708,1.114556056,0.00356272
GB41731,LOC100576251,XM_016916257.1,1.046248496,1.119242577,0.00356272
GB41731,LOC100576251,XM_016916258.1,1.047306829,1.120374747,0.00356272
GB41731,LOC100576251,XM_016916259.1,1.050048232,1.118582849,0.00356272
GB41731,LOC100576251,XM_016916260.1,1.048452324,1.116882778,0.00356272
GB41731,LOC100576251,XM_016916261.1,1.049517392,1.120463789,0.00356272
GB41731,LOC100576251,XM_016916262.1,1.049353498,1.119310398,0.00356272
GB41731,LOC100576251,XM_016916263.1,1.048775045,1.118860251,0.00356272
GB41731,LOC100576251,XM_016916264.1,1.053468824,1.133479114,0.00356272
GB41728,LOC100577632,XM_016916265.1,1.417307692,0.8375,0.00412109
GB54127,LOC410498,XM_016916266.1,1.419404707,0.897930945,0.00333016
GB54127,LOC410498,XM_016916267.1,1.420023219,0.89685677,0.00333016
GB54127,LOC410498,XM_016916268.1,1.420273201,0.897401164,0.00333016
GB54127,LOC410498,XM_016916269.1,1.420499338,0.898084293,0.00333016
GB54127,LOC410498,XM_016916270.1,1.417434938,0.897166848,0.00333016
GB54127,LOC410498,XM_016916271.1,1.420485171,0.897923268,0.00333016
GB54127,LOC410498,XM_016916272.1,1.420766531,0.896628826,0.00333016
GB54127,LOC410498,XM_016916273.1,1.425845752,0.894851328,0.00333016
GB54127,LOC410498,XM_016916274.1,1.421362251,0.897391743,0.00333016
GB54127,LOC410498,XM_016916275.1,1.422720573,0.907794896,0.00327768
GB54127,LOC410498,XM_016916276.1,1.42164431,0.896093558,0.00333016
GB54127,LOC410498,XM_016916277.1,1.423794549,0.896960717,0.00333016
GB54127,LOC410498,XM_016916278.1,1.420063838,0.898737403,0.00333016
GB54127,LOC410498,XM_016916279.1,1.421412123,0.888946629,0.00333016
GB54127,LOC410498,XM_016916280.1,1.43042697,0.893828444,0.00333016
NA,LOC107965526,XM_016916281.1,1.364744965,0.814891197,NA
NA,LOC100578184,XM_016916282.1,1.119975358,0.964423225,NA
GB41703,LOC727235,XM_016916283.1,1.515566853,1.195203128,0.00326206
NA,LOC100578184,XM_016916284.1,1.175521822,0.974003795,NA
GB41703,LOC727235,XM_016916285.1,1.477862705,1.197933279,0.00323883
GB41703,LOC727235,XM_016916286.1,1.494248221,1.21353685,0.00325418
NA,LOC100578184,XM_016916287.1,1.162425932,1.029577254,NA
GB52716,LOC408470,XM_016916288.1,1.154826138,1.040612564,0.00893279
GB52716,LOC408470,XM_016916289.1,1.269849644,1.069965904,0.01475308
GB52716,LOC408470,XM_016916290.1,1.214058123,1.018242297,0.02662721
GB54201,LOC100577050,XM_016916291.1,0.597994269,1.06784691,0.32129134
GB54201,LOC100577050,XM_016916292.1,0.506042029,1.012084059,0.28161308
GB41694,LOC410570,XM_016916293.1,1.454349648,1.067554529,0.04724739
GB41695,LOC727284,XM_016916294.1,1.461106508,0.887622204,0.00387167
GB41695,LOC727284,XM_016916295.1,1.459894046,0.888314581,0.00386684
GB49046,LOC411617,XM_016916296.1,1.213108069,0.862573059,0.00303619
GB49017,LOC412007,XM_016916297.1,0.75416211,1.066229189,0.00478529
GB49042,LOC413525,XM_016916298.1,0.483235294,1.369166667,0.34826755
GB49019,LOC724157,XM_016916299.1,0.560114504,1.087281096,0.1707247
GB41651,LOC409253,XM_016916300.1,1.103903762,1.103903762,0.003706
GB41691,LOC727313,XM_016916301.1,1.552054165,1.111129686,0.00118903
GB41691,LOC727313,XM_016916302.1,1.29260858,1.005362229,0.00033422
GB41653,LOC727311,XM_016916303.1,1.711333999,1.087200423,0.00355374
GB41653,LOC727311,XM_016916304.1,1.632944228,1.015073439,0.00275129
GB41653,LOC727311,XM_016916305.1,1.659799404,1.127812415,0.00355374
GB41653,LOC727311,XM_016916306.1,1.663640248,0.972014527,0.00275129
GB49038,LOC551100,XM_016916307.1,0.513720151,1.164432342,0.34167697
GB49038,LOC551100,XM_016916308.1,0.526063459,1.262552301,0.29637142
GB49038,LOC551100,XM_016916309.1,0.574563186,1.313287282,0.30359999
NA,LOC107965528,XM_016916310.1,1.269277108,0.826506024,NA
GB43736,LOC411661,XM_016916311.1,0.359699668,1.338082766,0.38232548
GB43733,LOC411663,XM_016916312.1,0.729660716,1.030109246,0.24117078
GB43549,LOC408447,XM_016916313.1,0.958965517,1.112873563,0.00147428
GB43548,LOC410486,XM_016916314.1,0.330204918,1.320819672,0.34207605
GB43702,LOC726153,XM_016916315.1,1.016949153,0.983050847,0.00330143
GB43702,LOC726153,XM_016916316.1,1.003551363,1.012432349,0.00330143
GB43702,LOC726153,XM_016916317.1,1.216825513,0.889492334,0.00330183
GB43702,LOC726153,XM_016916318.1,1.207820208,0.911422611,0.00330183
GB43702,LOC726153,XM_016916319.1,1.021732181,0.993085484,0.00330143
GB42262,LOC100576738,XM_016916320.1,1.076633551,0.976147753,0.0032653
GB42262,LOC100576738,XM_016916321.1,1.23110668,1.043020937,0.00317685
GB42277,LOC550801,XM_016916322.1,0.544792009,1.089584018,0.37046108
GB42281,LOC551931,XM_016916323.1,0.477980666,0.92608754,0.37410483
GB43743,LOC412623,XM_016916324.1,0.738140604,1.117009232,0.1407967
GB43743,LOC412623,XM_016916325.1,0.752927594,1.108857001,0.11688648
NA,LOC107965531,XM_016916326.1,1.153036437,1.056950067,NA
NA,LOC107965532,XM_016916327.1,1.364367461,0.930250541,NA
GB43631,LOC725179,XM_016916328.1,0.632276998,0.971833163,0.11768593
NA,LOC107965534,XM_016916329.1,1.306843267,0.883002208,NA
NA,LOC107965534,XM_016916330.1,1.325,0.859459459,NA
GB55685,LOC100576996,XM_016916331.1,0.67152248,1.519761402,0.12562398
GB55676,LOC409711,XM_016916332.1,1.11417738,1.038425943,0.00271271
GB55676,LOC409711,XM_016916333.1,1.113067028,1.037176094,0.00271271
GB55676,LOC409711,XM_016916334.1,1.115323855,1.036334913,0.00271271
GB55676,LOC409711,XM_016916335.1,1.115881265,1.039798451,0.00271271
GB55676,LOC409711,XM_016916336.1,1.116808362,1.037714286,0.00271271
GB55676,LOC409711,XM_016916337.1,1.118523394,1.039082812,0.00271271
GB55676,LOC409711,XM_016916338.1,1.114470638,1.041233996,0.00271271
GB55676,LOC409711,XM_016916339.1,1.115629141,1.039128857,0.00271271
GB55676,LOC409711,XM_016916340.1,1.120762161,1.049705194,0.00271271
GB55676,LOC409711,XM_016916341.1,1.121943177,1.047578067,0.00271271
GB55676,LOC409711,XM_016916342.1,1.193298498,1.049279714,0.00277053
GB55676,LOC409711,XM_016916343.1,1.196969297,1.061266382,0.00277053
GB55676,LOC409711,XM_016916344.1,1.11391318,1.04405103,0.00271749
GB55676,LOC409711,XM_016916345.1,1.115929524,1.045696197,0.00271749
GB54132,LOC726227,XM_016916346.1,0.994818653,0.829015544,0.18661761
GB41744,LOC100576374,XM_016916347.1,0.542425066,1.04868846,0.4691005
GB54109,LOC552532,XM_016916348.1,0.365178148,1.095534444,0.57230023
GB45512,LOC409937,XM_016916349.1,1.386964542,0.927403156,0.00277156
GB52731,LOC412301,XM_016916350.1,0.775890691,0.892274294,0.21741927
GB52731,LOC412301,XM_016916351.1,0.563613861,0.826633663,0.21741927
GB52730,LOC726474,XM_016916352.1,1.00860486,1.200720072,0.0992074
GB52730,LOC726474,XM_016916353.1,1.014641489,1.217569787,0.0992074
GB52730,LOC726474,XM_016916354.1,1.021836506,1.226203807,0.0992074
GB51535,LOC100578271,XM_016916355.1,0.275206612,0.733884298,0.16225608
GB52761,LOC410535,XM_016916356.1,1.389707167,0.862723409,0.00345635
GB52761,LOC410535,XM_016916357.1,1.392425303,0.864410815,0.00345635
GB45512,LOC409937,XM_016916358.1,1.387753268,0.938260857,0.00277156
GB45512,LOC409937,XM_016916359.1,1.406448447,0.973695078,0.00301915
GB49041,LOC411790,XM_016916360.1,0.582000144,1.200375298,0.36757714
NA,LOC409202,XM_016916361.1,1.00815534,0.916504854,NA
GB45512,LOC409937,XM_016916362.1,1.390800261,0.965705165,0.00300497
GB43556,LOC409429,XM_016916363.1,0.698714698,1.061255344,0.22477637
GB43630,LOC552373,XM_016916364.1,0.842612303,1.241744446,0.27254629
GB45512,LOC409937,XM_016916365.1,1.400680479,0.964104745,0.00301915
GB52793,LOC412941,XM_016916366.1,0.819897213,1.277761891,0.04791246
