ID	RNAacc	CDSlen_ucsc	IntronLen_ucsc	UTRlen_ucsc	TotalLen_ucsc	CDSlen_GB	Q_bagel	SW_bagel	RW_bagel	Q/SW	log2Q/SW	P(Q>N)	P(Q>O)	P(N>Q)	P(N>O)	P(O>Q)	P(O>N)	Sig	FlyID	OGID	NoSpecies	AmelBranch	NvitBranch	ID2	CAI	ID3	Nc	ID4	Len_aa	Len_sym	GC	GC3s	GCn3s	GC1	GC2	GC3	T1	T2	T3	C1	C2	C3	A1	A2	A3	G1	G2	G3	RNAacc2	IntronGC	chromosome	start	end	RNAacc3	length	validLength	nrLength	gcContent	cpgContent	cpgOE	gpcContent	gpcOE	nrGCcontent	nrCpGcontent	nrCpGOE	nrGpCContent	nrGpCOE	abs_log2Q/SW 
GB17884	XM_393329	2010	3510	0	5520	1863	1.088302638	0.978397213	0.933300149	1.112332112	0.153587601	0.9682	0.9909	0.0318	0.7315	0.0091	0.2685	NS	FBgn0038934	3753	4	0.17807	0.39784	GB17884-RA	0.794	GB17884-RA	44.25	GB17884-RA	620	590	0.343	0.203	0.408	0.432	0.355	0.242	0.234	0.273	0.408	0.215	0.205	0.098	0.334	0.373	0.35	0.218	0.15	0.144	XM_393329	0.23	chrUn	19054979	19060499	XM_393329	5521	5471	4694	0.26740998	0.017553483	0.982067488	0.01956482	1.094596054	0.299318279	0.020530368	0.916756145	0.022882806	1.02180112	0.153587601
GB17885	XM_395976	1095	6552	212	7859	1095																		GB17885-RA	0.683	GB17885-RA	52.25	GB17885-RA	364	361	0.543	0.393	0.617	0.717	0.514	0.398	0.115	0.192	0.316	0.266	0.407	0.192	0.168	0.294	0.286	0.451	0.107	0.206	XM_395976	0.18	chrUn	80938585	80946444	XM_395976	7860	7810	5256	0.231882202	0.018570697	1.381912765	0.025614754	1.906086572	0.307458143	0.026995979	1.142766253	0.037334865	1.580421413	
GB17886	XM_393677	1719	678	98	2495	1719																		GB17886-RA	0.866	GB17886-RA	36.72	GB17886-RA	572	553	0.307	0.114	0.398	0.402	0.374	0.143	0.24	0.267	0.416	0.157	0.229	0.042	0.358	0.358	0.441	0.245	0.145	0.101	XM_393677	0.11	chr10	1879341	1881836	XM_393677	2496	2496	2055	0.251602564	0.008817635	0.560168138	0.020841683	1.324033781	0.297323601	0.010752688	0.48943576	0.025415445	1.156848161	
GB17887	XM_396984	2313	1443	170	3926	2292														1418	4	0.4108	0.13816	GB17887-RA	0.876	GB17887-RA	35.89	GB17887-RA	763	745	0.284	0.093	0.376	0.398	0.339	0.114	0.207	0.328	0.442	0.131	0.199	0.038	0.394	0.333	0.444	0.267	0.14	0.076	XM_396984	0.15	chr5	7707622	7711548	XM_396984	3927	3927	3006	0.231474408	0.01171676	0.892683226	0.017065716	1.300212524	0.279441118	0.014357262	0.751294235	0.021702838	1.135677332	
GB17888	XM_001122478					3870	1.33697514	0.796700597	0.866324262	1.67814	0.746863079	1	0.9999	0	0.19	0.0001	0.81	Q						GB17888-RA	0.709	GB17888-RA	54.08	GB17888-RA	1289	1261	0.423	0.369	0.449	0.509	0.377	0.382	0.182	0.214	0.32	0.25	0.244	0.171	0.31	0.409	0.298	0.259	0.133	0.211																				0.746863079
GB17889	XM_623213	2016	1932	18	3966	2007	0.953282788	1.011356776	1.035360436	0.942578139	-0.085315873	0.216	0.1239	0.784	0.3582	0.8761	0.6418	NS	FBgn0044323	1742	4	0.078921	0.089629	GB17889-RA	0.851	GB17889-RA	38.49	GB17889-RA	668	645	0.357	0.116	0.472	0.513	0.412	0.147	0.199	0.249	0.425	0.172	0.237	0.066	0.287	0.34	0.428	0.341	0.175	0.081	XM_623213	0.13	chrUn	55750739	55754705	XM_623213	3967	3967	2659	0.2503151	0.008320726	0.540595026	0.021684317	1.4088234	0.342610004	0.012481089	0.433477793	0.031770045	1.103398019	0.085315873
GB17890	XM_001120514					1320																		GB17890-RA	0.864	GB17890-RA	37.48	GB17890-RA	439	431	0.299	0.123	0.385	0.371	0.387	0.139	0.251	0.253	0.399	0.139	0.273	0.064	0.378	0.36	0.462	0.232	0.114	0.075																				
GB17891						402																		GB17891-RA	0.753	GB17891-RA	50.04	GB17891-RA	133	132	0.301	0.326	0.288	0.338	0.233	0.331	0.293	0.383	0.383	0.105	0.188	0.195	0.368	0.383	0.286	0.233	0.045	0.135																				
GB17892	XM_001121034					3345														433	4	0.27504	0.25535	GB17892-RA	0.861	GB17892-RA	38.33	GB17892-RA	1114	1075	0.297	0.123	0.379	0.404	0.332	0.154	0.238	0.321	0.417	0.138	0.202	0.057	0.358	0.346	0.43	0.266	0.13	0.096																				
GB17893	XM_395747	1245	83	279	1607	891													FBgn0036691	5185	5	0.33901	0.30836	GB17893-RA	0.886	GB17893-RA	32.99	GB17893-RA	296	286	0.292	0.084	0.39	0.385	0.375	0.115	0.236	0.291	0.368	0.111	0.226	0.041	0.378	0.334	0.517	0.274	0.149	0.074	XM_395747	0.1	chr5	11419142	11420749	XM_395747	1608	1608	1299	0.243781095	0.003111388	0.213169134	0.019912881	1.364282457	0.281755196	0.00385505	0.197091817	0.023901311	1.221969265	
GB17894	XM_001122976					639													FBgn0033032	6815	5	0.13217	0.12052	GB17894-RA	0.843	GB17894-RA	41.11	GB17894-RA	212	202	0.324	0.163	0.399	0.41	0.358	0.203	0.278	0.363	0.396	0.137	0.156	0.094	0.311	0.278	0.401	0.274	0.203	0.108																				
GB17895	XM_395241	1080	536	0	1616	1155													FBgn0023520	3621	4	0.044923	0.17901	GB17895-RA	0.876	GB17895-RA	36.14	GB17895-RA	384	366	0.299	0.107	0.389	0.406	0.344	0.148	0.237	0.302	0.43	0.151	0.216	0.057	0.357	0.354	0.422	0.255	0.128	0.091	XM_395241	0.14	chr8	1829969	1831585	XM_395241	1617	1617	1328	0.246134818	0.008044554	0.534604347	0.015470297	1.028085283	0.288403614	0.009833585	0.476438297	0.018910741	0.916227494	
GB17896	XM_001121153					2565																		GB17896-RA	0.57	GB17896-RA	41.85	GB17896-RA	754	743	0.595	0.696	0.545	0.55	0.533	0.7	0.174	0.125	0.129	0.153	0.198	0.277	0.276	0.342	0.171	0.398	0.336	0.423																				
GB17897	XM_393993	5544	66495	0	72039	4257	0.739287721	1.20988132	1.050830959	0.61104152	-0.710657681	0.0005	0.005	0.9995	0.9342	0.995	0.0658	W	FBgn0039000	597	4	0.051227	0.11179	GB17897-RA	0.59	GB17897-RA	52.23	GB17897-RA	1418	1383	0.523	0.608	0.482	0.501	0.451	0.618	0.171	0.257	0.2	0.214	0.244	0.317	0.329	0.292	0.182	0.286	0.207	0.3	XM_393993	0.38	chr14	2779237	2851276	XM_393993	72040	71629	69306	0.391349872	0.063189345	1.650378937	0.035573674	0.929113021	0.398767783	0.064990396	1.634874897	0.036654583	0.922069442	0.710657681
GB17898	XM_393805	2430	1487	658	4575	2430													FBgn0003187	1260	4	0.2335	0.21564	GB17898-RA	0.803	GB17898-RA	42.49	GB17898-RA	809	781	0.363	0.181	0.45	0.481	0.4	0.209	0.218	0.279	0.397	0.173	0.211	0.099	0.302	0.32	0.394	0.308	0.189	0.11	XM_393805	0.16	chr11	4323393	4327968	XM_393805	4576	4576	4004	0.283435315	0.023169399	1.157926698	0.022513661	1.125155188	0.316433566	0.026302605	1.054837097	0.025551102	1.024698894	
GB17899	XR_014937					2451	0.901111972	1.038153081	1.060734947	0.867995278	-0.204240901							NS	FBgn0033479	3061	4	0.2714	0.23809	GB17899-RA	0.875	GB17899-RA	35.45	GB17899-RA	816	775	0.269	0.093	0.351	0.338	0.331	0.138	0.304	0.388	0.453	0.135	0.19	0.043	0.358	0.281	0.408	0.203	0.141	0.096																				0.204240901
GB17900	XM_395852	1416	686	253	2355	1416														2906	4	0.20182	0.23785	GB17900-RA	0.877	GB17900-RA	37.13	GB17900-RA	471	442	0.287	0.088	0.378	0.367	0.35	0.144	0.285	0.282	0.442	0.134	0.191	0.034	0.348	0.367	0.414	0.234	0.159	0.11	XM_395852	0.1	chrUn	102011593	102013948	XM_395852	2356	2356	1634	0.219864177	0.00552017	0.4652728	0.015286624	1.288447754	0.286413709	0.006769231	0.339014637	0.019692308	0.986224397	
GB17901	XM_392371	513	224	206	943	2583																		GB17901-RA	0.837	GB17901-RA	41.22	GB17901-RA	860	827	0.348	0.163	0.436	0.481	0.369	0.195	0.213	0.264	0.398	0.19	0.191	0.072	0.306	0.367	0.407	0.292	0.178	0.123	XM_392371	0.17	chr5	9320324	9321267	XM_392371	944	944	886	0.274364407	0.018027572	0.975766401	0.021208908	1.147960472	0.288939052	0.019230769	0.939979883	0.022624434	1.105858686	
GB17902	XM_393008	3081	663	71	3815	3081																		GB17902-RA	0.836	GB17902-RA	40.74	GB17902-RA	1026	987	0.391	0.158	0.502	0.563	0.421	0.19	0.169	0.206	0.355	0.233	0.286	0.06	0.268	0.373	0.455	0.33	0.135	0.13	XM_393008	0.12	chr15	1674023	1677838	XM_393008	3816	3816	3309	0.341981132	0.020969856	0.717312711	0.035648755	1.219431608	0.379570867	0.023939394	0.665073121	0.039393939	1.094424123	
GB17903						717																		GB17903-RA	0.802	GB17903-RA	48.6	GB17903-RA	238	218	0.318	0.234	0.355	0.319	0.336	0.298	0.328	0.387	0.399	0.134	0.168	0.126	0.353	0.277	0.303	0.185	0.168	0.172																				
GB17904						1236																		GB17904-RA	0.888	GB17904-RA	34.22	GB17904-RA	411	406	0.307	0.086	0.415	0.421	0.401	0.097	0.204	0.217	0.453	0.163	0.275	0.056	0.375	0.382	0.45	0.258	0.127	0.041																				
GB17905	XM_395887	1593	775	147	2515	1593													FBgn0034093	3145	4	0.17742	0.22973	GB17905-RA	0.87	GB17905-RA	37.65	GB17905-RA	530	505	0.289	0.109	0.373	0.336	0.381	0.151	0.311	0.377	0.457	0.104	0.215	0.066	0.353	0.242	0.392	0.232	0.166	0.085	XM_395887	0.1	chrUn	15021670	15024185	XM_395887	2516	2516	1739	0.216613672	0.003578529	0.309467262	0.022266402	1.925574075	0.290971823	0.004624277	0.222990043	0.031791908	1.533056546	
GB17906	XM_392027	783	4540	129	5452	783														4621	4	0.004481	0.038069	GB17906-RA	0.541	GB17906-RA	53.67	GB17906-RA	260	248	0.513	0.694	0.429	0.512	0.319	0.708	0.162	0.304	0.173	0.231	0.185	0.354	0.327	0.377	0.119	0.281	0.135	0.354	XM_392027	0.36	chr14	1272767	1278219	XM_392027	5453	5453	5162	0.379790941	0.061078503	1.693792036	0.039985326	1.10884884	0.399263851	0.06462255	1.621527063	0.042305453	1.06154024	
GB17907	XM_396967	2187	1410	696	4293	2187													FBgn0036718	1411	4	0.096789	0.20791	GB17907-RA	0.885	GB17907-RA	34.29	GB17907-RA	728	701	0.297	0.076	0.401	0.448	0.332	0.11	0.228	0.31	0.416	0.169	0.195	0.034	0.324	0.357	0.474	0.279	0.137	0.076	XM_396967	0.21	chrUn	47178081	47182374	XM_396967	4294	3888	2512	0.212705761	0.004374678	0.390147596	0.017756047	1.583540242	0.291401274	0.006397441	0.305188237	0.026389444	1.258901479	
GB17908	XM_395921	4209	813	96	5118	4476													FBgn0010660	2991	4	0.38876	0.32535	GB17908-RA	0.895	GB17908-RA	34.9	GB17908-RA	1491	1454	0.309	0.083	0.417	0.372	0.448	0.105	0.235	0.255	0.448	0.145	0.321	0.042	0.393	0.297	0.447	0.227	0.127	0.064	XM_395921	0.17	chr3	10557307	10562425	XM_395921	5119	5119	4796	0.290095722	0.008206331	0.393503115	0.023055881	1.10555637	0.3058799	0.008766437	0.378481771	0.024420789	1.054342076	
GB17909	XM_623525	975	15949	0	16924	1377													FBgn0038454	6147	4	0.27482	0.052709	GB17909-RA	0.877	GB17909-RA	34.53	GB17909-RA	458	450	0.282	0.109	0.367	0.419	0.303	0.124	0.159	0.199	0.345	0.114	0.168	0.035	0.421	0.498	0.531	0.306	0.135	0.09	XM_623525	0.38	chr6	7147152	7164076	XM_623525	16925	11176	8901	0.317108089	0.048424633	1.932155449	0.02980666	1.189293465	0.370969554	0.058823529	1.71485343	0.037187289	1.084102743	
GB17910						1299																		GB17910-RA	0.884	GB17910-RA	34.71	GB17910-RA	432	426	0.255	0.103	0.33	0.333	0.317	0.116	0.252	0.248	0.461	0.141	0.153	0.056	0.414	0.435	0.424	0.192	0.164	0.06																				
GB17911						234																		GB17911-RA	0.832	GB17911-RA	32.63	GB17911-RA	77	72	0.247	0.153	0.289	0.325	0.208	0.208	0.234	0.39	0.221	0.117	0.13	0.052	0.442	0.403	0.571	0.208	0.078	0.156																				
GB17912	XM_001122913					645													FBgn0032820	4305	5	0.22739	0.054061	GB17912-RA	0.794	GB17912-RA	50	GB17912-RA	214	211	0.336	0.223	0.392	0.421	0.355	0.234	0.21	0.332	0.374	0.107	0.201	0.103	0.369	0.313	0.393	0.313	0.154	0.131																				
GB17913	XM_392707	1061	49842	275	51178	1095	1.011994886	1.021973988	0.966031126	0.990235464	-0.014156477							NS		3478	4	0.095836	0.092661	GB17913-RA	0.783	GB17913-RA	45.89	GB17913-RA	364	351	0.397	0.231	0.475	0.552	0.379	0.258	0.176	0.294	0.36	0.223	0.217	0.107	0.272	0.327	0.382	0.33	0.162	0.151	XM_392707	0.24	chr4	10434800	10485978	XM_392707	51179	50996	39373	0.248117499	0.026512923	1.723351025	0.018139389	1.179067824	0.297259543	0.033888365	1.534561181	0.023076727	1.044979585	0.014156477
GB17914	XM_623220	1164	431	575	2170	1164	0.940698374	1.054174819	1.005126806	0.892355193	-0.16431002	0.116	0.2517	0.884	0.7264	0.7483	0.2736	NS						GB17914-RA	0.81	GB17914-RA	40.4	GB17914-RA	387	373	0.334	0.153	0.42	0.494	0.326	0.183	0.227	0.295	0.483	0.212	0.181	0.093	0.279	0.38	0.333	0.282	0.145	0.09	XM_623220	0.15	chrUn	150750649	150752819	XM_623220	2171	2171	1731	0.253339475	0.01843318	1.151811882	0.014746544	0.921449505	0.297515887	0.022595597	1.023903044	0.017960603	0.81387165	0.16431002
GB17915	XM_001120762					762																		GB17915-RA	0.654	GB17915-RA	57.59	GB17915-RA	253	250	0.484	0.46	0.495	0.696	0.289	0.466	0.103	0.059	0.36	0.3	0.063	0.241	0.202	0.652	0.174	0.395	0.225	0.225																				
GB17916						396																		GB17916-RA	0.72	GB17916-RA	56.92	GB17916-RA	131	121	0.407	0.364	0.426	0.42	0.389	0.412	0.244	0.267	0.282	0.198	0.221	0.206	0.336	0.344	0.305	0.221	0.168	0.206																				
GB17917	XM_623914	1320	1515	401	3236	1314														3430	4	0.088789	0.044839	GB17917-RA	0.786	GB17917-RA	44.41	GB17917-RA	437	422	0.357	0.213	0.425	0.481	0.35	0.24	0.169	0.259	0.355	0.185	0.176	0.105	0.35	0.391	0.405	0.295	0.174	0.135	XM_623914	0.12	chrUn	189161235	189164471	XM_623914	3237	3237	2189	0.228606735	0.013597033	1.067854006	0.011433869	0.897968141	0.306989493	0.0202113	0.878892392	0.016536518	0.719093775	
GB17918						174																		GB17918-RA	0.675	GB17918-RA	54.08	GB17918-RA	57	53	0.404	0.434	0.39	0.386	0.351	0.474	0.211	0.333	0.316	0.193	0.158	0.281	0.404	0.316	0.211	0.193	0.193	0.193																				
GB17919	XM_623466	480	33049	1646	35175	480	0.938846658	1.027079467	1.034073875	0.914093493	-0.129586363							NS	FBgn0027111	8195	4	0.12287	0.1715	GB17919-RA	0.623	GB17919-RA	57.44	GB17919-RA	159	150	0.484	0.54	0.459	0.409	0.478	0.566	0.195	0.176	0.164	0.138	0.226	0.264	0.396	0.346	0.27	0.27	0.252	0.302	XM_623466	0.26	chr1	11187585	11222760	XM_623466	35176	34963	27761	0.266596116	0.027516375	1.548619438	0.020336947	1.144561768	0.308886567	0.033830918	1.418588986	0.025011747	1.048785875	0.129586363
GB17920	XM_001121980					1176																		GB17920-RA	0.622	GB17920-RA	54.59	GB17920-RA	391	378	0.454	0.545	0.411	0.425	0.379	0.56	0.207	0.269	0.266	0.166	0.202	0.289	0.368	0.353	0.174	0.258	0.176	0.271																				
GB17921	NM_001011567	1379	55900	2652	59931	834													FBgn0015129	3560	5	0.1547	0.2469	GB17921-RA	0.5	GB17921-RA	38.16	GB17921-RA	277	265	0.592	0.853	0.47	0.484	0.433	0.859	0.235	0.325	0.058	0.199	0.231	0.466	0.282	0.242	0.083	0.285	0.202	0.394																				
GB17922						555																		GB17922-RA	0.85	GB17922-RA	38.59	GB17922-RA	184	181	0.326	0.155	0.41	0.408	0.402	0.168	0.228	0.245	0.402	0.163	0.315	0.092	0.364	0.353	0.429	0.245	0.087	0.076																				
GB17923	XM_624349	1449	1766	0	3215	1449																		GB17923-RA	0.77	GB17923-RA	48.71	GB17923-RA	482	459	0.36	0.248	0.412	0.413	0.384	0.284	0.28	0.272	0.376	0.178	0.178	0.127	0.307	0.344	0.34	0.234	0.205	0.158	XM_624349	0.26	chr10	3091678	3094893	XM_624349	3216	3216	2921	0.303171642	0.026127527	1.146180189	0.024572317	1.077955178	0.328312222	0.028836251	1.079397409	0.027119808	1.015147564	
GB17924	XM_394948	1983	1040	0	3023	1986													FBgn0035383	2271	5	0.41123	0.29717	GB17924-RA	0.893	GB17924-RA	33.32	GB17924-RA	661	641	0.263	0.083	0.349	0.369	0.31	0.11	0.251	0.307	0.436	0.129	0.179	0.045	0.38	0.383	0.454	0.241	0.132	0.065	XM_394948	0.12	chrUn	23594533	23597556	XM_394948	3024	3024	2317	0.219907407	0.004300364	0.358922678	0.016539861	1.380471839	0.264566249	0.005630143	0.325402755	0.021221308	1.226518078	
GB17925						765																		GB17925-RA	0.62	GB17925-RA	58.54	GB17925-RA	254	239	0.48	0.527	0.459	0.512	0.374	0.555	0.185	0.378	0.276	0.197	0.213	0.331	0.303	0.248	0.169	0.315	0.161	0.224																				
GB17926	XM_393833	2361	392387	468	395216	1164	0.902163388	1.033319901	1.064516711	0.873072692	-0.195826317	0.0108	0.0032	0.9892	0.2896	0.9968	0.7104	W	FBgn0036379	3113	5	0.008942	0.052579	GB17926-RA	0.601	GB17926-RA	60.95	GB17926-RA	387	370	0.55	0.573	0.54	0.587	0.473	0.592	0.147	0.248	0.196	0.264	0.3	0.315	0.266	0.279	0.212	0.323	0.173	0.276	XM_393833	0.43	chr12	185074	580290	XM_393833	395217	385137	363962	0.424939697	0.065659162	1.454629682	0.040749396	0.902772427	0.431707156	0.068704894	1.474758934	0.042687775	0.9162983	0.195826317
GB17927	XM_001120043					2256																		GB17927-RA	0.825	GB17927-RA	40.64	GB17927-RA	751	731	0.333	0.168	0.412	0.402	0.406	0.19	0.237	0.266	0.415	0.136	0.221	0.103	0.361	0.328	0.394	0.266	0.185	0.088																				
GB17928	XM_395721	1185	2379	0	3564	1185													FBgn0037244	3532	4	0.15634	0.10063	GB17928-RA	0.817	GB17928-RA	39.42	GB17928-RA	394	380	0.349	0.166	0.435	0.444	0.406	0.195	0.218	0.307	0.419	0.124	0.221	0.089	0.338	0.287	0.386	0.32	0.185	0.107	XM_395721	0.11	chrUn	15238993	15242557	XM_395721	3565	3565	1895	0.190462833	0.006453423	0.723466996	0.017396184	1.950215382	0.298153034	0.011176158	0.512408216	0.031399681	1.439623083	
GB17929	XM_624865	1464	2420	0	3884	1464													FBgn0026585	3198	5	0.18294	0.32523	GB17929-RA	0.833	GB17929-RA	39.52	GB17929-RA	487	460	0.32	0.174	0.387	0.357	0.382	0.22	0.285	0.38	0.417	0.127	0.232	0.094	0.357	0.238	0.363	0.23	0.15	0.125	XM_624865	0.14	chrUn	8452654	8456538	XM_624865	3885	3885	2486	0.206435006	0.005149331	0.483763578	0.016477858	1.54804345	0.283588093	0.007692308	0.383652931	0.025101215	1.251920089	
GB17930	XM_001119984					1908	0.91779045	1.056257495	1.025952055	0.86890787	-0.202724878	0.0034	0.0152	0.9966	0.7312	0.9848	0.2688	W	FBgn0037360	3309	4	0.11634	0.24621	GB17930-RA	0.843	GB17930-RA	38.17	GB17930-RA	635	610	0.348	0.136	0.447	0.458	0.414	0.17	0.224	0.258	0.378	0.183	0.213	0.061	0.318	0.328	0.452	0.276	0.202	0.109																				0.202724878
GB17931	XM_623663	1551	10372	936	12859	1551													FBgn0034145	2425	4	0.33277	0.14287	GB17931-RA	0.7	GB17931-RA	55.73	GB17931-RA	516	488	0.415	0.404	0.421	0.455	0.355	0.436	0.213	0.349	0.302	0.196	0.194	0.188	0.331	0.297	0.262	0.26	0.161	0.248	XM_623663	0.25	chrUn	3783152	3796011	XM_623663	12860	12860	11562	0.277604977	0.033128548	1.735261981	0.018430671	0.965392229	0.300985989	0.036857168	1.642511702	0.020553291	0.91594182	
GB17932	XM_001123128					813													FBgn0038533	5405	4	0.15515	0.084248	GB17932-RA	0.859	GB17932-RA	36.14	GB17932-RA	270	260	0.295	0.115	0.38	0.426	0.311	0.148	0.289	0.344	0.433	0.185	0.181	0.056	0.285	0.344	0.419	0.241	0.13	0.093																				
GB17933						546																		GB17933-RA	0.635	GB17933-RA	57.78	GB17933-RA	181	174	0.446	0.494	0.423	0.448	0.376	0.514	0.215	0.243	0.227	0.215	0.215	0.221	0.337	0.381	0.26	0.232	0.16	0.293																				
GB17934	XM_392102	1125	386	549	2060	1185	1.035338078	0.96140596	1.003255962	1.0769	0.106884288	0.9825	0.8344	0.0175	0.1045	0.1656	0.8955	Q						GB17934-RA	0.86	GB17934-RA	35.55	GB17934-RA	394	379	0.301	0.113	0.39	0.439	0.317	0.147	0.231	0.289	0.5	0.152	0.157	0.043	0.33	0.393	0.353	0.287	0.16	0.104	XM_392102	0.11	chr16	4163582	4165642	XM_392102	2061	2061	1532	0.250363901	0.013106796	0.858067801	0.017475728	1.144090401	0.308746736	0.01704918	0.738144907	0.02295082	0.993656606	0.106884288
GB17935						963														5049	4	0.12977	0.046207	GB17935-RA	0.64	GB17935-RA	58.61	GB17935-RA	320	305	0.511	0.459	0.536	0.534	0.516	0.484	0.209	0.244	0.281	0.287	0.356	0.197	0.256	0.241	0.234	0.247	0.159	0.287																				
GB17936	XM_624517	588	923	180	1691	588													FBgn0039532	5171	5	0	0.005164	GB17936-RA	0.834	GB17936-RA	38.83	GB17936-RA	195	187	0.378	0.123	0.497	0.538	0.436	0.159	0.179	0.282	0.426	0.215	0.231	0.062	0.282	0.282	0.415	0.323	0.205	0.097	XM_624517	0.13	chrUn	30402199	30403890	XM_624517	1692	1692	1084	0.239361702	0.013601419	0.950056449	0.013601419	0.950056449	0.330258303	0.020408163	0.750335879	0.021335807	0.784442055	
GB17937	XM_396062	3477	3693	450	7620	3522	1.057603773	1.000285774	0.942110453	1.057301624	0.080387003	0.8117	0.9441	0.1883	0.7803	0.0559	0.2197	NS		3498	4	0.17165	0.35763	GB17937-RA	0.833	GB17937-RA	40.2	GB17937-RA	1173	1135	0.336	0.149	0.425	0.449	0.383	0.176	0.185	0.267	0.383	0.177	0.227	0.057	0.366	0.35	0.441	0.272	0.156	0.119	XM_396062	0.17	chrUn	14251180	14258800	XM_396062	7621	7621	5923	0.260858155	0.012335958	0.729636492	0.023097113	1.366127899	0.314030052	0.015582656	0.636088386	0.029471545	1.203036731	0.080387003
GB17938	XM_397574	1107	2146	897	4150	1251	1.147583664	0.918875541	0.933540795	1.248900001	0.320657965	0.9992	0.9989	0.0008	0.4272	0.0011	0.5728	Q	FBgn0030303	5404	5	0.32355	0.24587	GB17938-RA	0.784	GB17938-RA	46.74	GB17938-RA	416	400	0.371	0.24	0.433	0.457	0.387	0.269	0.248	0.361	0.387	0.154	0.214	0.094	0.296	0.252	0.344	0.303	0.173	0.175	XM_397574	0.19	chr16	4525422	4529572	XM_397574	4151	4151	3212	0.259214647	0.027951807	1.680924824	0.02313253	1.391110199	0.316002491	0.035378835	1.430783528	0.029430182	1.190209307	0.320657965
GB17939	XM_393990	3018	1235	395	4648	3018	1.072520026	0.961634009	0.965845965	1.115309999	0.157444762	0.9191	0.9119	0.0809	0.4909	0.0881	0.5091	NS		920	4	0.033101	0.066027	GB17939-RA	0.829	GB17939-RA	39.03	GB17939-RA	1005	974	0.319	0.139	0.405	0.44	0.352	0.165	0.227	0.313	0.385	0.182	0.202	0.081	0.333	0.334	0.45	0.258	0.15	0.085	XM_393990	0.15	chr14	2879817	2884465	XM_393990	4649	4649	3791	0.264357926	0.014845095	0.853392597	0.023020654	1.323376926	0.307834345	0.018278146	0.7740907	0.02781457	1.177964109	0.157444762
GB17940	XM_001121801					966	1.071984781	0.978389688	0.949625531	1.095662387	0.131803321	0.8421	0.9164	0.1579	0.6593	0.0836	0.3407	NS						GB17940-RA	0.838	GB17940-RA	36.19	GB17940-RA	321	303	0.288	0.155	0.348	0.346	0.315	0.202	0.293	0.343	0.324	0.137	0.162	0.069	0.361	0.343	0.474	0.209	0.153	0.134																				0.131803321
GB17941	XM_393772	1290	6269	0	7559	1290																		GB17941-RA	0.562	GB17941-RA	52.9	GB17941-RA	429	412	0.549	0.66	0.497	0.555	0.42	0.674	0.166	0.296	0.172	0.2	0.203	0.317	0.28	0.284	0.154	0.354	0.217	0.357	XM_393772	0.38	chr11	12060401	12067960	XM_393772	7560	7170	7016	0.40376569	0.057485698	1.415752869	0.038370308	0.944980677	0.409920182	0.058638893	1.401124156	0.038807248	0.927264648	
GB17942	XM_395185	2004	39620	0	41624	1251														2735	4	1.00E-06	0.37436	GB17942-RA	0.796	GB17942-RA	42.46	GB17942-RA	416	407	0.357	0.211	0.427	0.486	0.356	0.228	0.212	0.317	0.358	0.163	0.221	0.106	0.303	0.327	0.413	0.322	0.135	0.123	XM_395185	0.28	chrUn	5326318	5367942	XM_395185	41625	40619	35681	0.28582683	0.034470023	1.688341052	0.020164964	0.987679515	0.313051764	0.038973811	1.592067994	0.022563786	0.921723575	
