target_id	length	eff_length	est_counts	tpm
XM_391850.5	4195	4026.21	654.561	10.0746
XM_391852.6	1581	1412.21	1224	53.71
XM_391853.6	2782	2613.21	672.457	15.9464
XM_391854.6	2014	1845.21	994.806	33.4092
XM_391855.6	1573	1404.21	6608	291.616
XM_391856.6	1947	1778.21	1838	64.0524
XM_391857.5	7344	7175.21	0	0
XM_391859.6	818	649.285	26098	2490.84
XM_391861.6	902	733.285	8.00208	0.676244
XM_391863.6	2711	2542.21	261.733	6.37999
XM_391867.6	4901	4732.21	717.613	9.39722
XM_391869.6	2173	2004.21	258	7.97718
XM_391873.6	1787	1618.21	0	0
XM_391875.6	1740	1571.21	346.083	13.6496
XM_391879.6	1145	976.211	1161	73.699
XM_391880.6	2147	1978.21	14024	439.311
XM_391881.6	2669	2500.21	561	13.9046
XM_391882.6	5836	5667.21	439.053	4.80087
XM_391887.4	3596	3427.21	822.534	14.8726
XM_391890.6	3743	3574.21	81.307	1.40968
XM_391898.6	1108	939.211	601	39.6538
XM_391899.6	4977	4808.21	1454.49	18.7457
XM_391903.6	6239	6070.21	1416.25	14.458
XM_391905.6	991	822.211	4541	342.248
XM_391907.4	1120	951.211	530.567	34.565
XM_391908.6	7032	6863.21	1.37016e-05	1.23713e-07
XM_391909.4	3671	3502.21	1239.68	21.9351
XM_391912.5	1614	1445.21	18.1119	0.776614
XM_391914.6	1341	1172.21	72	3.80627
XM_391915.5	2576	2407.21	41291.7	1062.97
XM_391916.6	1593	1424.21	5876	255.67
XM_391917.6	1524	1355.21	4697	214.777
XM_391919.6	805	636.285	694	67.5898
XM_391920.6	1804	1635.21	1086	41.1556
XM_391922.4	5451	5282.21	2402.74	28.188
XM_391929.5	3836	3667.21	119	2.01087
XM_391930.4	1617	1448.21	18.8235	0.805458
XM_391934.6	1190	1021.21	2996	181.802
XM_391935.6	1492	1323.21	532	24.9147
XM_391940.6	2905	2736.21	3281	74.307
XM_391942.6	6127	5958.21	16	0.166409
XM_391943.6	2425	2256.21	2283.41	62.7158
XM_391948.6	1674	1505.21	2137	87.9793
XM_391949.6	3832	3663.21	1573	26.6097
XM_391954.6	6143	5974.21	3573.86	37.0706
XM_391960.6	1642	1473.21	3356	141.166
XM_391962.6	931	762.211	307	24.9595
XM_391963.6	2183	2014.21	1064	32.7348
XM_391965.6	2154	1985.21	5112	159.572
XM_391971.6	1019	850.211	2457	179.082
XM_391973.5	1365	1196.21	875.933	45.3771
XM_391975.5	1815	1646.21	1.60461	0.0604028
XM_391976.6	7752	7583.21	4044.34	33.0497
XM_391978.5	4503	4334.21	1431	20.4599
XM_391979.6	2919	2750.21	15.4059	0.347132
XM_391980.6	2342	2173.21	4266	121.644
XM_391981.5	2469	2300.21	1438.24	38.7469
XM_391982.6	7811	7642.21	0	0
XM_391986.6	2366	2197.21	1158	32.6595
XM_391988.6	1401	1232.21	1311.83	65.9731
XM_391989.6	1850	1681.21	349.998	12.9008
XM_391991.4	7041	6872.21	447.966	4.03945
XM_391994.6	3526	3357.21	7849.34	144.886
XM_391996.6	2253	2084.21	1076	31.9922
XM_392000.6	2390	2221.21	1173	32.7251
XM_392005.6	1715	1546.21	2744.58	109.997
XM_392006.6	3237	3068.21	1522.77	30.7555
XM_392009.6	1844	1675.21	316.621	11.7123
XM_392011.6	5312	5143.21	155.31	1.87127
XM_392015.5	5975	5806.21	117.038	1.24913
XM_392018.6	2578	2409.21	454.492	11.6903
XM_392019.6	9396	9227.21	315.413	2.11827
XM_392023.6	637	468.385	1542	204.011
XM_392026.6	2788	2619.21	892.827	21.1237
XM_392027.6	2351	2182.21	5328	151.301
XM_392037.6	811	642.285	2377	229.337
XM_392041.6	4251	4082.21	4781	72.5766
XM_392043.6	4901	4732.21	682.208	8.93359
XM_392044.6	3755	3586.21	791.123	13.6704
XM_392047.6	2963	2794.21	10.2833	0.228059
XM_392050.6	4876	4707.21	275.819	3.63106
XM_392051.4	4339	4170.21	1994.84	29.6431
XM_392055.6	2272	2103.21	1511	44.52
XM_392056.5	2826	2657.21	667	15.5551
XM_392060.6	819	650.285	2275.73	216.865
XM_392061.6	6104	5935.21	8.06963	0.084254
XM_392065.6	2353	2184.21	32810	930.861
XM_392067.6	992	823.211	122	9.18379
XM_392068.6	3140	2971.21	2048	42.7139
XM_392070.6	1856	1687.21	43.8011	1.60875
XM_392071.6	1489	1320.21	42894	2013.38
XM_392077.6	1109	940.211	831.47	54.8018
XM_392078.6	1086	917.211	7988	539.687
XM_392082.6	3673	3504.21	218.936	3.87168
XM_392084.6	1529	1360.21	77	3.50798
XM_392085.6	1557	1388.21	439	19.5967
XM_392087.6	1902	1733.21	1056	37.756
XM_392088.6	2051	1882.21	935	30.7834
XM_392089.6	3067	2898.21	0	0
XM_392090.5	2786	2617.21	115.475	2.73415
XM_392094.6	2460	2291.21	3387.95	91.6315
XM_392097.6	7315	7146.21	11358	98.4916
XM_392102.6	2062	1893.21	663	21.7014
XM_392103.5	1626	1457.21	92	3.91236
XM_392104.6	1943	1774.21	2267	79.1807
XM_392107.6	5388	5219.21	1026.13	12.1835
XM_392108.6	2819	2650.21	447.085	10.454
XM_392109.5	2396	2227.21	2320.83	64.5736
XM_392111.6	1601	1432.21	7719	333.985
XM_392112.6	1524	1355.21	2349	107.411
XM_392114.6	1453	1284.21	9590.95	462.805
XM_392115.6	1105	936.211	2031	134.434
XM_392116.6	3214	3045.21	755.906	15.3824
XM_392117.6	1689	1520.21	494	20.1371
XM_392119.6	9823	9654.21	509.082	3.26771
XM_392120.6	1688	1519.21	1898	77.4197
XM_392121.4	5067	4898.21	788.44	9.9748
XM_392127.6	653	484.338	452	57.8313
XM_392132.6	2326	2157.21	468.393	13.4552
XM_392133.6	2167	1998.21	1081.32	33.5341
XM_392137.6	2608	2439.21	0	0
XM_392138.5	1610	1441.21	4172.13	179.392
XM_392139.6	1651	1482.21	378.682	15.8321
XM_392145.6	3041	2872.21	1650.71	35.6146
XM_392150.5	2042	1873.21	515.443	17.0517
XM_392155.6	1297	1128.21	81.8407	4.49523
XM_392156.6	2058	1889.21	982	32.211
XM_392157.5	6045	5876.21	532.6	5.61664
XM_392160.6	1767	1598.21	1435.83	55.6725
XM_392161.6	1403	1234.21	700.501	35.1716
XM_392162.6	772	603.285	1344	138.054
XM_392165.6	5972	5803.21	1079.8	11.5305
XM_392166.6	9670	9501.21	2284	14.8967
XM_392172.6	1186	1017.21	951	57.9352
XM_392174.6	2288	2119.21	1224	35.7915
XM_392175.6	2121	1952.21	1046.28	33.2121
XM_392181.6	1251	1082.21	248.098	14.2064
XM_392183.6	2418	2249.21	3104.83	85.5422
XM_392189.6	7496	7327.21	3062.48	25.9005
XM_392190.6	1420	1251.21	435	21.5443
XM_392192.5	7761	7592.21	6.94566	0.0566915
XM_392194.6	1630	1461.21	409.314	17.3587
XM_392195.5	4424	4255.21	2041.58	29.7316
XM_392202.6	8609	8440.21	39.0613	0.286791
XM_392205.6	2135	1966.21	1176.25	37.0716
XM_392209.6	853	684.285	1013.74	91.8046
XM_392210.6	1909	1740.21	524.601	18.681
XM_392212.6	953	784.211	1620	128.013
XM_392214.6	2771	2602.21	515.826	12.2838
XM_392217.6	16677	16508.2	9.47696	0.0355748
XM_392218.6	2097	1928.21	23	0.739174
XM_392222.6	1476	1307.21	2474	117.281
XM_392223.6	1193	1024.21	563	34.0637
XM_392226.6	1917	1748.21	88.3711	3.13249
XM_392230.6	5020	4851.21	3755.56	47.9731
XM_392231.6	1186	1017.21	1097	66.8296
XM_392237.6	2205	2036.21	393	11.9603
XM_392238.6	1342	1173.21	3131	165.379
XM_392244.6	1298	1129.21	417.292	22.9001
XM_392246.6	2740	2571.21	2462.91	59.3587
XM_392247.6	1087	918.211	138.251	9.3304
XM_392248.6	2464	2295.21	325.653	8.79237
XM_392251.6	8919	8750.21	181.199	1.28325
XM_392256.6	3114	2945.21	1559.27	32.8078
XM_392257.6	7483	7314.21	2635	22.3247
XM_392258.6	3386	3217.21	1667.08	32.1107
XM_392259.6	1746	1577.21	1241	48.759
XM_392262.5	2713	2544.21	215	5.23671
XM_392263.6	999	830.211	261	19.4816
XM_392264.5	2280	2111.21	2403.18	70.5387
XM_392265.6	1659	1490.21	414	17.2157
XM_392276.6	2200	2031.21	0	0
XM_392277.6	2407	2238.21	2985.3	82.6534
XM_392284.6	1636	1467.21	2070	87.4281
XM_392285.6	1602	1433.21	891.463	38.5449
XM_392288.6	1731	1562.21	1080.99	42.8799
XM_392295.5	5252	5083.21	2895	35.2926
XM_392296.6	4006	3837.21	1069	17.2638
XM_392312.6	5847	5678.21	687.921	7.50758
XM_392313.6	1849	1680.21	109069	4022.65
XM_392318.6	3765	3596.21	340.046	5.85957
XM_392319.6	4461	4292.21	1291	18.6388
XM_392325.6	2519	2350.21	2321	61.1986
XM_392327.5	3927	3758.21	836.847	13.7987
XM_392330.6	590	421.476	12852.5	1889.68
XM_392334.6	5794	5625.21	784.171	8.63864
XM_392338.6	3361	3192.21	8818.22	171.184
XM_392346.6	3553	3384.21	1425	26.0934
XM_392355.6	7586	7417.21	1514.12	12.6501
XM_392356.6	5388	5219.21	500.677	5.94465
XM_392359.6	3507	3338.21	3047	56.5629
XM_392360.6	2048	1879.21	184.307	6.07769
XM_392364.6	939	770.211	1139	91.6404
XM_392365.4	1510	1341.21	198.857	9.1879
XM_392366.6	5286	5117.21	846.789	10.2545
XM_392367.6	3061	2892.21	7951	170.359
XM_392368.6	1663	1494.21	3751	155.564
XM_392370.5	5225	5056.21	637.919	7.81832
XM_392371.6	4021	3852.21	383.553	6.17005
XM_392373.6	5271	5102.21	4889.78	59.3887
XM_392374.6	1663	1494.21	677.688	28.1055
XM_392377.6	2678	2509.21	304.281	7.51468
XM_392378.6	1574	1405.21	189.252	8.3459
XM_392379.5	2056	1887.21	3546	116.437
XM_392381.5	3203	3034.21	3464.88	70.7645
XM_392383.6	1818	1649.21	4036	151.652
XM_392388.6	3923	3754.21	27.0367	0.446281
XM_392390.5	1301	1132.21	56.1133	3.07122
XM_392391.5	1125	956.211	587	38.0415
XM_392393.6	4037	3868.21	2990	47.8998
XM_392396.6	2321	2152.21	692	19.9248
XM_392398.6	930	761.211	18	1.46535
XM_392399.6	3364	3195.21	7733.56	149.987
XM_392401.6	2286	2117.21	3468	101.505
XM_392405.6	991	822.211	2435.11	183.531
XM_392407.6	8745	8576.21	5510.97	39.8204
XM_392408.5	3872	3703.21	4.61945	0.077301
XM_392413.6	1272	1103.21	307	17.2446
XM_392414.6	6292	6123.21	275.227	2.78538
XM_392416.6	2051	1882.21	248.351	8.17655
XM_392419.6	3643	3474.21	506	9.02542
XM_392421.6	6131	5962.21	3173.64	32.9855
XM_392422.6	1049	880.211	2.40983e-07	1.69657e-08
XM_392423.6	1346	1177.21	1118	58.8519
XM_392425.6	3637	3468.21	666.741	11.9131
XM_392426.5	8331	8162.21	4319.5	32.7943
XM_392430.6	1228	1059.21	4217	246.714
XM_392431.4	3680	3511.21	796	14.0485
XM_392433.6	6831	6662.21	1694.42	15.7607
XM_392437.6	930	761.211	1674.82	136.344
XM_392438.6	2308	2139.21	86.5586	2.50743
XM_392439.6	6030	5861.21	1756.83	18.5745
XM_392443.6	2892	2723.21	47.0527	1.07072
XM_392445.6	3645	3476.21	7.91848	0.141159
XM_392446.6	723	554.285	1674	187.153
XM_392452.6	2456	2287.21	72.7961	1.97231
XM_392453.6	2656	2487.21	417.003	10.3896
XM_392463.6	2339	2170.21	226.962	6.48073
XM_392464.6	6801	6632.21	1057	9.8762
XM_392465.6	2351	2182.21	863.763	24.5285
XM_392468.6	1148	979.211	1298	82.1432
XM_392471.6	4370	4201.21	82.8572	1.22216
XM_392477.6	2370	2201.21	1482.6	41.7384
XM_392478.6	1615	1446.21	12271	525.801
XM_392481.6	5756	5587.21	891.96	9.8929
XM_392483.6	2376	2207.21	3406.44	95.6379
XM_392487.6	4598	4429.21	781.172	10.9293
XM_392493.6	4289	4120.21	861.905	12.9632
XM_392494.4	2677	2508.21	285	7.04132
XM_392498.6	2155	1986.21	2929	91.3834
XM_392499.4	4461	4292.21	29775.8	429.888
XM_392511.6	3028	2859.21	8896.68	192.821
XM_392512.6	1391	1222.21	1236	62.6679
XM_392513.6	2947	2778.21	5139.48	114.638
XM_392515.6	3285	3116.21	3797.5	75.5169
XM_392518.6	1022	853.211	3646	264.809
XM_392520.6	6202	6033.21	228.482	2.3468
XM_392521.6	1869	1700.21	269	9.80444
XM_392523.6	2644	2475.21	668.022	16.7244
XM_392530.6	6873	6704.21	268.744	2.48407
XM_392533.6	2019	1850.21	2261.87	75.7564
XM_392534.6	1545	1376.21	561.389	25.2786
XM_392535.6	3830	3661.21	892.212	15.1014
XM_392540.6	1370	1201.21	255.477	13.1797
XM_392545.6	3167	2998.21	487	10.0656
XM_392553.6	1548	1379.21	1113.03	50.009
XM_392555.6	1277	1108.21	351	19.6272
XM_392556.6	972	803.211	2509	193.573
XM_392558.6	4595	4426.21	32.8387	0.459755
XM_392564.6	858	689.285	1408.81	126.656
XM_392566.6	1769	1600.21	86.0274	3.33145
XM_392567.6	7392	7223.21	1468.03	12.5944
XM_392569.5	1338	1169.21	618	32.7543
XM_392573.6	4565	4396.21	3115.32	43.9134
XM_392575.6	1323	1154.21	256.683	13.7811
XM_392577.6	4499	4330.21	391.224	5.59872
XM_392582.6	1834	1665.21	212	7.88932
XM_392583.6	1606	1437.21	1036.32	44.6835
XM_392584.4	2872	2703.21	0	0
XM_392585.6	1892	1723.21	321	11.5436
XM_392586.6	3275	3106.21	4337	86.523
XM_392588.6	1900	1731.21	134	4.79654
XM_392589.5	937	768.211	531	42.8339
XM_392590.6	1767	1598.21	1781.01	69.0567
XM_392591.6	1024	855.211	935	67.7503
XM_392599.6	1263	1094.21	1731	98.0323
XM_392602.6	3137	2968.21	2507	52.3399
XM_392603.6	2042	1873.21	263.957	8.73211
XM_392604.6	731	562.285	911	100.4
XM_392607.6	2838	2669.21	693	16.0888
XM_392608.6	6419	6250.21	2.07853	0.0206079
XM_392611.6	3502	3333.21	21893	407.02
XM_392612.6	1500	1331.21	681.939	31.7448
XM_392613.6	1196	1027.21	127	7.66156
XM_392615.4	2327	2158.21	22.1422	0.63577
XM_392617.6	3161	2992.21	4593	95.1212
XM_392622.6	2717	2548.21	122.195	2.9716
XM_392624.6	3665	3496.21	1830	32.4359
XM_392626.6	1237	1068.21	1453	84.2911
XM_392630.5	3119	2950.21	260	5.46127
XM_392631.6	2668	2499.21	536.636	13.3061
XM_392632.6	7959	7790.21	274.839	2.18626
XM_392635.6	1732	1563.21	986	39.087
XM_392639.6	2047	1878.21	38563	1272.33
XM_392640.6	1069	900.211	748	51.4909
XM_392642.5	3010	2841.21	625.39	13.6402
XM_392644.6	2162	1993.21	587.328	18.26
XM_392650.6	4074	3905.21	843.537	13.3854
XM_392651.6	1711	1542.21	2188	87.9178
XM_392652.6	4969	4800.21	1430.8	18.471
XM_392654.5	824	655.285	920	87.0023
XM_392655.6	917	748.211	2334	193.308
XM_392656.6	2588	2419.21	256	6.55752
XM_392658.6	843	674.285	1401	128.756
XM_392660.6	1968	1799.21	11994	413.1
XM_392662.5	2684	2515.21	278.383	6.85869
XM_392665.6	3778	3609.21	54.7044	0.939254
XM_392666.6	1411	1242.21	75.9102	3.78685
XM_392667.6	1019	850.211	1903	138.703
XM_392668.6	3148	2979.21	1779.74	37.0194
XM_392669.5	1659	1490.21	11	0.457423
XM_392671.6	1147	978.211	538	34.0818
XM_392675.5	4400	4231.21	937.268	13.7269
XM_392676.6	3250	3081.21	1216.41	24.4642
XM_392679.6	2376	2207.21	4925.82	138.296
XM_392681.6	2090	1921.21	1791	57.7688
XM_392682.6	2337	2168.21	0	0
XM_392683.5	2400	2231.21	730.544	20.2899
XM_392684.6	874	705.285	5770	506.973
XM_392686.5	1463	1294.21	629.167	30.1255
XM_392687.6	1960	1791.21	484	16.7445
XM_392691.6	3152	2983.21	62403.1	1296.27
XM_392692.6	1329	1160.21	4545	242.756
XM_392696.6	1778	1609.21	8055.41	310.204
XM_392698.6	1807	1638.21	32.3738	1.22461
XM_392703.6	2439	2270.21	2705.76	73.8578
XM_392704.6	2033	1864.21	204	6.78123
XM_392709.6	1830	1661.21	19.0925	0.712214
XM_392710.5	2889	2720.21	667.548	15.2073
XM_392711.6	638	469.385	1400	184.83
XM_392715.6	2332	2163.21	1930.61	55.3057
XM_392719.6	912	743.211	644	53.6966
XM_392721.6	690	521.338	959	113.991
XM_392722.6	1483	1314.21	4039	190.45
XM_392723.6	2241	2072.21	503.825	15.0667
XM_392725.6	955	786.211	1417	111.687
XM_392727.6	2034	1865.21	1696.67	56.3694
XM_392728.6	1424	1255.21	102.267	5.04882
XM_392742.6	2301	2132.21	604.482	17.5682
XM_392746.6	1827	1658.21	1599.88	59.7891
XM_392749.6	947	778.211	2304	183.467
XM_392750.6	2282	2113.21	424.773	12.4563
XM_392752.6	1268	1099.21	173.972	9.80782
XM_392753.6	1585	1416.21	461	20.1719
XM_392754.6	5455	5286.21	984.87	11.5454
XM_392758.6	1354	1185.21	3254	170.136
XM_392759.6	1786	1617.21	1216	46.5951
XM_392760.6	855	686.285	4289	387.28
XM_392763.5	1778	1609.21	746.422	28.7438
XM_392764.6	1179	1010.21	665	40.7927
XM_392767.6	2630	2461.21	733	18.4556
XM_392769.6	3832	3663.21	1319.43	22.3202
XM_392773.6	1533	1364.21	5214	236.844
XM_392774.6	2200	2031.21	626.473	19.1126
XM_392776.5	2751	2582.21	9872.51	236.924
XM_392779.6	3043	2874.21	528	11.3838
XM_392780.6	1147	978.211	3389.35	214.712
XM_392781.6	2997	2828.21	1788.37	39.1849
XM_392782.6	2329	2160.21	310.673	8.91212
XM_392783.5	1382	1213.21	544	27.7866
XM_392786.6	2420	2251.21	1538.24	42.343
XM_392789.5	2359	2190.21	886.321	25.0771
XM_392793.6	915	746.211	250.844	20.8312
XM_392795.6	2128	1959.21	446.717	14.1294
XM_392797.6	1693	1524.21	898.778	36.541
XM_392799.6	980	811.211	2439	186.316
XM_392800.6	2987	2818.21	1841	40.4812
XM_392802.6	2688	2519.21	3368	82.8477
XM_392804.6	4737	4568.21	3492	47.3698
XM_392808.6	2314	2145.21	3267.85	94.3987
XM_392810.5	3561	3392.21	1148.04	20.9724
XM_392812.6	589	420.476	14707	2167.48
XM_392813.6	1362	1193.21	1326	68.8651
XM_392814.5	1952	1783.21	11419	396.825
XM_392816.6	1163	994.211	550	34.2813
XM_392818.6	2144	1975.21	2003	62.8406
XM_392823.6	3661	3492.21	2674	47.4498
XM_392824.5	1503	1334.21	593	27.5425
XM_392826.6	1773	1604.21	3942	152.275
XM_392828.6	2548	2379.21	2515.1	65.5081
XM_392830.6	2142	1973.21	821.74	25.8068
XM_392831.5	1413	1244.21	47.93	2.38719
XM_392837.6	1258	1089.21	2073	117.94
XM_392838.6	3661	3492.21	157.862	2.80123
XM_392842.6	3600	3431.21	668.919	12.0809
XM_392843.6	1002	833.211	26703	1986
XM_392845.6	1625	1456.21	5868	249.712
XM_392847.6	3600	3431.21	882.581	15.9397
XM_392849.6	1430	1261.21	382.971	18.817
XM_392857.5	1769	1600.21	4343	168.184
XM_392862.6	4418	4249.21	118.677	1.73074
XM_392863.6	2504	2335.21	1349.84	35.8204
XM_392864.6	3826	3657.21	296.44	5.02296
XM_392865.6	2262	2093.21	1773	52.4891
XM_392873.6	2298	2129.21	302.984	8.81808
XM_392874.6	6465	6296.21	1469.15	14.4597
XM_392877.6	2157	1988.21	4366	136.08
XM_392880.6	3981	3812.21	993	16.1416
XM_392882.6	1745	1576.21	883	34.7152
XM_392884.6	1512	1343.21	334	15.409
XM_392893.6	1545	1376.21	100	4.50286
XM_392894.6	2050	1881.21	2164.08	71.2868
XM_392899.6	2845	2676.21	55804	1292.17
XM_392901.6	1992	1823.21	3546	120.524
XM_392902.6	1056	887.211	1719.96	120.134
XM_392903.6	1072	903.211	454.866	31.2081
XM_392905.6	3893	3724.21	2068.69	34.4218
XM_392911.6	1644	1475.21	1429.16	60.0344
XM_392912.6	908	739.211	2060	172.692
XM_392919.6	1100	931.211	1025.05	68.2136
XM_392920.6	908	739.211	1779	149.135
XM_392921.6	910	741.211	3217.8	269.024
XM_392923.6	3161	2992.21	1828	37.858
XM_392925.5	3062	2893.21	1210.21	25.9211
XM_392926.6	1208	1039.21	1268	75.6116
XM_392932.6	2715	2546.21	17058	415.152
XM_392937.6	3052	2883.21	1100	23.6423
XM_392943.6	1202	1033.21	7450	446.828
XM_392946.6	3047	2878.21	2625	56.5171
XM_392948.6	4556	4387.21	1350.63	19.0775
XM_392951.6	2166	1997.21	573.929	17.8077
XM_392953.5	2385	2216.21	1053.29	29.4517
XM_392954.4	1544	1375.21	84	3.78515
XM_392956.6	1283	1114.21	847.953	47.1604
XM_392962.6	1100	931.211	20052.6	1334.43
XM_392968.5	8199	8030.21	3550	27.3952
XM_392973.5	1533	1364.21	2204	100.116
XM_392977.6	2897	2728.21	140.681	3.19545
XM_392983.6	851	682.285	2080	188.917
XM_392985.6	2773	2604.21	1583.34	37.6765
XM_392990.6	1978	1809.21	2918.07	99.9493
XM_392993.6	3228	3059.21	6024	122.025
XM_392994.6	3060	2891.21	442.969	9.49439
XM_392995.6	1081	912.211	619.326	42.0724
XM_392996.6	966	797.211	733	56.9776
XM_392998.6	1336	1167.21	292.519	15.5302
XM_393000.5	2164	1995.21	124	3.85129
XM_393002.6	1754	1585.21	1044	40.8119
XM_393004.6	3492	3323.21	1594.44	29.732
XM_393006.6	1453	1284.21	816.77	39.4127
XM_393007.6	1051	882.211	3454.01	242.618
XM_393012.6	1758	1589.21	312	12.166
XM_393017.6	1717	1548.21	164.225	6.57328
XM_393018.6	1085	916.211	711.641	48.1325
XM_393020.6	2006	1837.21	742.067	25.0298
XM_393021.6	2185	2016.21	1718	52.8032
XM_393022.6	3664	3495.21	4116.71	72.9878
XM_393026.6	1416	1247.21	127.851	6.35239
XM_393027.6	1424	1255.21	1437	70.9436
XM_393029.6	1267	1098.21	1124	63.424
XM_393033.6	2571	2402.21	472.681	12.1936
XM_393034.6	1014	845.211	26939.4	1975.13
XM_393035.6	1421	1252.21	449.063	22.223
XM_393036.5	3939	3770.21	327	5.37471
XM_393037.6	1142	973.211	759.974	48.391
XM_393038.6	1677	1508.21	1254.42	51.5411
XM_393044.6	1289	1120.21	542	29.9828
XM_393045.4	1045	876.211	754.087	53.3318
XM_393046.6	1727	1558.21	1485.46	59.0756
XM_393050.6	2377	2208.21	4468	125.385
XM_393051.6	1493	1324.21	3226	150.966
XM_393055.5	2266	2097.21	2055	60.7215
XM_393059.6	635	466.385	4722.84	627.526
XM_393060.6	2645	2476.21	279	6.98216
XM_393064.6	4799	4630.21	867.218	11.6065
XM_393065.6	1874	1705.21	463.472	16.843
XM_393068.6	2158	1989.21	5800	180.684
XM_393070.6	3682	3513.21	1884.6	33.242
XM_393071.6	4371	4202.21	163.933	2.41747
XM_393072.6	1411	1242.21	1516	75.627
XM_393076.6	1574	1405.21	1722	75.939
XM_393077.6	4161	3992.21	116.416	1.80706
XM_393080.6	2696	2527.21	331.386	8.12579
XM_393085.6	1177	1008.21	1839.17	113.043
XM_393087.6	2187	2018.21	1568	48.1452
XM_393089.6	665	496.338	931	116.237
XM_393096.6	2432	2263.21	253.953	6.95348
XM_393097.6	2911	2742.21	782	17.6717
XM_393103.6	998	829.211	1253	93.6395
XM_393105.6	986	817.211	2127	161.29
XM_393106.6	2385	2216.21	22.2287	0.62155
XM_393109.6	5326	5157.21	105.443	1.26699
XM_393110.6	4714	4545.21	4183	57.0305
XM_393112.6	1440	1271.21	5367	261.63
XM_393113.6	1424	1255.21	1309	64.6243
XM_393116.6	905	736.285	765	64.3856
XM_393119.6	1765	1596.21	2261.47	87.7957
XM_393124.6	2788	2619.21	663.233	15.6916
XM_393127.5	1383	1214.21	0	0
XM_393129.6	2635	2466.21	5079.04	127.622
XM_393135.6	882	713.285	24651	2141.63
XM_393137.6	1791	1622.21	612	23.3785
XM_393138.6	2118	1949.21	463.022	14.7203
XM_393141.6	2998	2829.21	10481.5	229.579
XM_393143.6	891	722.285	761	65.2904
XM_393144.6	2279	2110.21	85.9872	2.52511
XM_393145.5	2161	1992.21	201.785	6.27662
XM_393146.6	1344	1175.21	13855	730.573
XM_393148.6	4326	4157.21	0	0
XM_393151.6	1963	1794.21	1194	41.2386
XM_393156.6	9120	8951.21	4102.1	28.3987
XM_393160.6	1146	977.211	223.81	14.1927
XM_393161.6	734	565.285	8495.55	931.317
XM_393162.5	4245	4076.21	1081.97	16.4487
XM_393165.6	1057	888.211	1631.53	113.829
XM_393166.6	974	805.211	1526.13	117.45
XM_393169.4	1963	1794.21	711.101	24.5601
XM_393171.6	6981	6812.21	1465	13.3267
XM_393172.6	5273	5104.21	148.837	1.80698
XM_393173.6	2587	2418.21	91297	2339.57
XM_393174.6	3468	3299.21	575	10.8002
XM_393179.6	868	699.285	1223.44	108.418
XM_393186.6	1858	1689.21	606	22.2311
XM_393189.6	1778	1609.21	1043.04	40.1662
XM_393191.6	1091	922.211	1619	108.79
XM_393194.5	1533	1364.21	759	34.4773
XM_393196.6	1297	1128.21	547	30.0449
XM_393199.5	1298	1129.21	9.01132	0.494523
XM_393201.6	6501	6332.21	430.379	4.21181
XM_393202.6	4685	4516.21	1345.67	18.4645
XM_393204.6	1846	1677.21	455	16.8111
XM_393205.6	3041	2872.21	2756.66	59.4757
XM_393208.6	1661	1492.21	18	0.747507
XM_393211.6	1535	1366.21	2705	122.694
XM_393215.6	4724	4555.21	465.607	6.33409
XM_393219.6	2089	1920.21	446.495	14.4092
XM_393222.6	2645	2476.21	125.585	3.14285
XM_393223.6	1675	1506.21	563	23.163
XM_393224.6	2511	2342.21	529	13.996
XM_393225.6	4340	4171.21	1519.47	22.5737
XM_393231.5	4242	4073.21	1574.21	23.9497
XM_393232.6	1718	1549.21	1501.45	60.0584
XM_393233.6	2592	2423.21	1068.24	27.3181
XM_393234.6	1860	1691.21	1335.09	48.92
XM_393236.6	2075	1906.21	1374	44.6672
XM_393237.6	1208	1039.21	153	9.12349
XM_393244.6	1043	874.211	361.168	25.6015
XM_393249.6	1191	1022.21	2079	126.034
XM_393250.6	2342	2173.21	1969.45	56.1587
XM_393258.6	1485	1316.21	481.753	22.6815
XM_393259.6	1416	1247.21	179.258	8.90662
XM_393261.6	1496	1327.21	119.717	5.58973
XM_393262.6	2621	2452.21	36.7161	0.927837
XM_393263.6	2095	1926.21	0	0
XM_393264.5	4622	4453.21	394.623	5.49139
XM_393266.5	1433	1264.21	2996	146.857
XM_393267.6	4450	4281.21	9303.02	134.658
XM_393269.6	1716	1547.21	10	0.400519
XM_393271.6	3985	3816.21	2226.28	36.151
XM_393277.5	3461	3292.21	264.067	4.97049
XM_393281.6	3787	3618.21	52830	904.815
XM_393283.6	2244	2075.21	1053.04	31.4454
XM_393285.6	4136	3967.21	1843.65	28.7983
